,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
1276164,1.53501,49.93056,48.00677,26.41022,28.56931,146.858880911424,16.6733747053146,19.00498,18.76611,18.52792,18.24326,18.30703,1.293475,1.271363,1.133659,1.15777,1.146682,0,QSO
195376,-6.209338e-05,97.27957,116.6556,7.875147,31.84325,233.312740328406,42.8126636513453,19.80917,18.1514,23.89394,21.78728,18.58702,2.739686,3.830573,2.969816,2.970092,2.812764,0,STAR
437092,-4.409038e-05,402.4914,441.2515,14.84625,120.0674,186.830289852521,39.3820239044595,19.62708,17.26039,16.28243,15.9335,15.78373,1.469332,1.450585,1.224071,1.173501,1.197265,0,STAR
1179445,1.734614,12.05676,13.35102,4.82567,7.010067,165.554793112049,35.7352535380072,20.75236,20.69509,20.45806,20.1286,20.16391,3.334825,1.663767,1.321189,1.142352,1.270488,0,QSO
170782,-0.0002412476,38.94675,41.34945,8.788176,19.96527,17.8470558802947,46.9818767627741,20.51632,19.21926,18.72156,18.52085,18.45402,1.550335,1.548746,1.395661,1.361275,1.281278,0,STAR
182304,-2.326334e-05,54.68888,137.0422,0.5457429,1.262691,251.265054588608,35.5128842486849,23.07612,21.67411,20.09546,18.12133,17.05174,0.8788799,1.22392,1.152718,1.07645,1.08131,0,STAR
1010397,1.417779,3.131973,3.830119,2.111129,1.92766,140.305948425054,46.4505470820644,22.04884,21.64825,21.4317,21.3106,20.81305,1.597486,1.338688,1.405095,1.320851,1.289461,0,QSO
549084,0.256777,22.18782,28.8913,1.342592,3.394989,0.73135996184169,0.666861770114616,22.77534,20.69528,19.2215,18.72875,18.29631,27.92662,3.072852,2.141277,3.465128,2.930989,0,GALAXY
1161721,3.419263,9.277657,10.70888,0.4260993,4.61796,22.4463033821139,-0.321352494231746,24.85078,21.10241,20.40295,20.20778,20.18802,4.584057,1.02995,0.9758461,0.8699532,0.8602239,0,QSO
1003948,0.9829889,2.387985,3.987881,0.9560961,1.053053,4.6312912456707,0.316147817385156,23.64515,22.20629,21.96512,21.8349,21.1457,0.4044434,1.048892,0.9270356,0.9582148,0.6115619,0,QSO
866738,0.5717954,4.345755,6.608968,-0.06323182,0.3022685,176.022073835782,42.5775467023903,24.60971,23.10674,21.34203,20.33166,19.64804,0.7987207,2.969733,2.683467,2.90606,2.760982,0,GALAXY
1083796,2.293385,10.19266,14.89636,1.383344,6.004305,198.876256199319,45.8317981896367,21.76581,20.86773,20.76133,20.57903,20.2919,1.277521,1.604545,1.758833,1.523298,3.619681,0,QSO
822343,0.1555591,29.13521,34.76691,3.633731,8.626364,224.239715300892,39.5250677085492,19.87126,18.49291,17.7722,17.37939,17.17485,4.65474,6.049797,5.644379,5.767489,5.261456,0,GALAXY
590751,0.5820184,6.701045,11.13544,0.02335779,0.4078755,146.225358799145,38.7511804608008,22.86789,22.68876,20.68731,19.65513,19.09737,11.30683,2.969928,3.005088,2.929239,3.706708,0,GALAXY
317343,-0.0001151609,16.7714,13.6223,13.49342,24.12953,247.199082630692,22.8443417302567,19.48008,18.99253,19.20679,19.42811,19.6445,1.327085,1.278784,1.037421,1.115344,6.11411,0,STAR
341857,0.0003274652,32.83981,34.02134,11.58531,19.25282,169.844923645246,46.2451751972827,20.26766,19.19619,18.83468,18.68616,18.68843,1.471281,9.820135,1.347488,1.244666,1.314008,0,STAR
634838,0.3479611,30.13776,41.67894,0.9017246,2.863901,203.387083536438,13.5822596159886,24.4909,21.1219,19.08742,18.39251,17.96029,2.969519,1.621842,3.086842,2.851884,2.371799,0,GALAXY
995133,2.043957,2.500237,3.445834,2.552138,1.886093,146.282398088861,44.3355857890747,21.50022,21.43414,21.42616,21.32311,20.68679,3.710686,1.166071,1.111014,1.103582,0.9853614,0,QSO
222954,8.049397e-05,76.19797,168.4977,-0.1339566,3.778439,65.9193022883278,33.5419827535551,23.65959,20.97527,19.08452,17.32318,16.38865,0.8567241,1.042114,5.062838,35.80342,1.029063,0,STAR
284217,-0.0007092398,117.6823,118.752,36.83416,78.09258,215.861047876391,36.5872203422709,18.5609,17.65029,17.37385,17.28457,17.27959,1.27006,1.237881,1.234678,1.152454,1.107967,0,STAR
143504,-0.0003392952,256.8947,280.9343,28.34844,105.8845,7.65010759512052,14.3198828554254,18.66302,17.22468,16.66706,16.44203,16.34248,1.363063,1.218229,1.09309,1.065078,1.057454,0,STAR
393142,-0.0002254904,134.4753,144.2108,49.76186,88.63161,356.928831057568,25.21070380942,18.54979,17.62362,17.28492,17.15682,17.13237,2.001007,1.831168,1.863211,1.603588,1.542897,0,STAR
312729,-0.0003820388,682.0199,739.2293,91.51832,291.1797,356.86741718573,42.7330131281141,17.57566,16.23732,15.65529,15.41798,15.28679,1.153852,1.146056,1.067364,1.001216,1.061273,0,STAR
292906,2.075298e-05,5.601267,8.530241,3.651248,4.56755,249.225465594554,18.9099063671805,21.30333,20.61934,20.58757,20.28153,19.8205,1.328756,1.166439,0.9155172,1.228754,3.295558,0,STAR
784049,0.2247814,24.49241,31.59684,1.752444,4.547203,221.284981746415,18.5389514184658,24.69619,20.28943,18.80066,18.26277,17.90816,2.970196,2.970409,6.707122,7.870696,4.004999,0,GALAXY
499691,0.05767338,37.71989,47.1947,8.341486,16.82336,162.030596449113,4.82735994442409,19.40297,18.28164,17.83196,17.52383,17.35193,7.384546,5.871008,4.88291,4.594132,3.796142,0,GALAXY
758174,0.1212734,138.5623,184.8408,8.743718,32.71344,245.715800842127,34.8032955278469,20.00601,17.85628,16.77635,16.32911,15.97327,2.623981,4.254855,4.591046,4.456549,4.070024,0,GALAXY
637050,0.2283882,35.45553,54.02639,1.329613,5.066451,222.455356691647,9.49549756012096,22.149,19.72925,18.37965,17.73714,17.34511,11.30912,4.184394,4.218196,3.824646,4.388339,0,GALAXY
572356,0.1393159,44.41573,50.73585,11.09949,19.0745,217.511667439303,54.9938113266354,19.42826,18.54058,17.91016,17.5978,17.40243,3.030262,3.225644,3.967766,4.025023,4.221952,0,GALAXY
1168030,1.465594,5.762387,6.536747,6.563154,3.953612,122.411004031676,21.1345455504243,21.76057,22.36638,21.68763,21.61294,21.08487,1.344893,2.970537,1.362556,0.9255433,2.181477,0,QSO
521989,0.3687226,5.641206,7.610098,0.002903818,0.6253459,153.384221136696,2.55617585580355,25.2396,22.09655,20.49137,19.71229,19.55588,7.359314,1.475717,7.358352,3.03815,1.749712,0,GALAXY
55186,-0.0001172689,42.07277,78.83756,1.551319,3.990748,119.403625688098,44.0882169364841,21.43913,20.16805,18.63044,17.69241,17.01222,3.096646,3.466414,3.395337,2.573883,2.719947,0,STAR
617117,0.07036586,173.408,227.395,10.08809,44.0056,192.259077463188,51.953624203249,18.35487,16.36885,15.46559,14.9882,14.67112,9.611421,9.314862,8.188547,8.326213,8.377333,0,GALAXY
102733,-0.0008769155,117.7936,115.4231,50.77219,91.25056,349.135362880013,14.3740038033916,18.48294,17.57619,17.27695,17.15695,17.11402,1.168983,1.14332,0.9876614,0.9143701,0.9849904,0,STAR
386086,-0.0001722524,16.04476,18.78937,0.7629672,5.29828,259.468337110635,34.2154497779475,23.25135,20.7802,19.90564,19.64475,19.50933,18.02308,1.332781,1.068931,0.9485685,1.284868,0,STAR
788163,0.5172079,12.03489,18.63953,-0.1575058,0.8383656,230.95702077904,35.4235287569101,23.67021,21.3606,19.59368,18.62807,18.16817,2.970065,2.970429,5.115726,3.646209,3.425417,0,GALAXY
110120,0.0001371346,37.19518,38.24791,12.55433,21.391,186.488466520291,5.02320063046117,20.5021,19.1053,18.73148,18.53709,18.45886,1.747992,1.76712,1.35803,1.227363,1.617005,0,STAR
1092838,1.495086,2.023994,2.075189,1.7632,1.171433,204.774269855685,42.880362917818,21.82642,21.56785,21.16991,21.04865,20.66936,1.367303,1.282096,1.133148,1.024678,1.536589,0,QSO
360952,3.570085e-05,6.287972,6.786656,2.440999,4.495802,210.196169698023,33.9421029336751,21.49892,20.91246,20.55837,20.54793,20.50886,3.148278,1.224438,1.219972,1.245394,2.314382,0,STAR
591242,0.3643054,15.16712,24.6175,0.1299563,1.138395,151.131192854323,58.2492140492143,26.51842,21.4635,19.59982,18.97331,18.53587,2.970363,2.547876,4.7598,2.388446,3.551546,0,GALAXY
1010435,3.175472,6.882728,7.009863,0.3949488,3.551853,223.12319204646,42.1437924950026,22.93471,20.65282,20.08531,19.93767,19.93348,1.116655,1.405519,1.221624,1.387225,1.13388,0,QSO
780801,0.1300661,21.40356,26.1946,2.515459,7.094828,206.64763356712,10.0666683260804,19.4689,18.3511,17.67675,17.29985,17.14226,8.10844,5.776427,5.804475,5.894397,4.924305,0,GALAXY
50397,-0.0001629509,53.29809,39.06625,150.2058,127.4414,124.773652965014,48.5179129498654,17.04051,17.12179,17.51697,17.83691,18.07287,1.794118,1.567328,1.240375,1.285571,1.379855,0,STAR
698359,0.4466935,10.09763,16.39382,0.1952442,0.8066261,166.335870491421,7.03023677007807,22.95977,21.94128,20.12597,19.28259,18.77796,2.970701,2.970654,2.593977,2.456753,1.932261,0,GALAXY
186897,-0.0008075961,51.74127,48.55473,46.1814,59.01284,220.020699623846,59.3924420827046,19.21667,18.03236,18.05677,18.15317,18.28283,9.057735,1.859244,1.821017,1.884768,1.724734,0,STAR
838374,0.1255357,3.065255,3.505289,0.8631322,1.515029,11.7934615127651,1.02830501696145,21.70199,20.88428,20.39181,20.32439,19.99603,0.07179519,2.969909,3.9751,5.292706,2.96975,0,GALAXY
85423,3.671039e-05,8.749832,9.562526,2.75701,5.251834,236.052431835169,2.64921666754865,22.44029,20.56091,20.13034,19.9172,19.79655,1.340156,1.489109,1.235572,4.485934,1.3917,0,STAR
1316470,1.346181,4.191766,3.618572,4.322435,3.209932,204.195573976653,51.1112082041343,21.81835,21.53937,20.97791,21.01749,21.00111,2.420125,1.177707,0.9355226,0.9432217,1.349094,0,QSO
1124289,1.075276,3.690711,4.25771,1.24346,2.06855,234.098199256143,49.1395447775451,22.06771,22.22269,21.61379,21.66135,21.21702,1.223174,0.9947473,0.8537574,0.8790988,0.8789587,0,QSO
1290986,2.25692,2.953313,3.943495,1.205725,2.51597,154.296493064313,29.2532307012252,22.20881,21.47627,21.35982,21.17264,20.86468,11.30815,1.17728,0.9483152,1.115166,1.571641,0,QSO
434059,-0.0004016045,3.901701,3.953247,0.5188105,1.932701,238.163757813407,24.933361246925,25.44998,21.66354,21.15043,20.93143,20.74706,4.583644,1.319771,1.041741,0.9946077,0.7742639,0,STAR
451870,0.07470565,169.1162,224.3736,10.34181,44.32216,127.191494354203,50.4899653210388,19.4575,17.49547,16.52372,16.08661,15.7373,10.37951,4.469585,4.184002,4.201505,4.40695,0,GALAXY
866884,0.1771468,19.24754,21.51191,3.548507,7.895391,20.6131441070235,-1.12996758917754,20.12131,19.3289,18.70036,18.39961,18.16206,3.773027,3.509105,3.511337,3.423417,3.959699,0,GALAXY
610435,0.5659745,7.294201,11.36011,0.1307885,0.7058133,256.920850618986,31.9779331379121,26.33947,22.37815,20.95337,19.97096,19.48417,2.969746,1.706391,1.848086,2.118562,2.263454,0,GALAXY
196233,-9.477935e-05,800.4994,855.8394,122.4118,367.7108,135.082159306306,37.318875488118,17.54051,16.04622,15.45942,15.23602,15.14376,1.165786,1.210369,1.084956,1.026342,1.13234,0,STAR
1064261,0.5296568,13.96572,20.04456,3.406205,4.895852,174.076749421504,13.5560386987179,22.51754,21.26279,20.15224,19.32859,18.92969,2.970357,2.30548,2.853295,2.43466,1.693851,0,QSO
21241,-0.0001801041,38.65961,63.5414,0.2602096,2.392149,246.975897092901,0.62057854220732,23.15029,21.49931,19.42563,18.39488,17.80992,2.970001,1.219693,1.284749,1.179498,1.292053,0,STAR
630991,0.0865868,72.73196,82.60519,13.95235,30.23314,217.760712417211,10.981191271541,19.33722,18.20651,17.67245,17.31876,17.08173,3.5884,3.428401,3.105171,2.971453,3.320948,0,GALAXY
1109729,1.82757,13.22804,15.76801,7.695358,9.015416,192.068203666758,42.1414429588107,20.68823,20.32015,20.03099,19.66014,19.49871,2.47525,1.614877,1.502541,1.288488,1.626918,0,QSO
84649,0.0004316308,2.625366,2.356246,3.22271,3.476997,140.624792639224,-2.63485653636346,22.11745,20.65321,20.3372,20.29166,20.0523,1.844213,1.898541,2.037354,1.787986,1.496354,0,STAR
390329,-0.001104261,34.8931,35.34275,8.801137,20.93394,18.10548386226,14.3001269303632,20.02352,19.0619,18.71053,18.5778,18.51925,1.310563,9.517624,1.14982,1.076249,1.048683,0,STAR
751375,0.4008183,25.15677,34.82648,0.5495036,2.30411,223.826301449489,37.4602117980225,24.46836,20.73177,19.02671,18.33047,17.93403,0.6979148,4.195907,3.663994,2.697596,3.727069,0,GALAXY
1289066,1.320851,3.236409,3.617966,2.105848,1.958177,200.63311835202,32.0810390966961,21.19376,21.21845,20.83677,20.89217,20.50933,2.535402,2.02774,1.683942,1.50765,2.250094,0,QSO
755844,0.6479838,9.583836,15.03795,0.101715,0.5650664,122.226482021803,6.46780820374688,23.60115,22.74174,21.09792,19.80384,19.10371,2.970269,2.970448,2.122977,1.497263,2.168935,0,GALAXY
235213,-3.120143e-05,16.68908,18.86133,1.649012,6.772118,133.04626558469,55.2272764560912,22.21668,20.41912,19.67071,19.39749,19.26946,1.04915,1.316508,1.14174,1.110136,1.061894,0,STAR
1065528,1.247342,3.239952,5.152609,1.009915,1.195412,113.681863970923,27.0646925801342,22.14633,22.72175,21.66426,21.5838,22.60539,1.226242,2.96987,1.232306,0.9751247,2.969781,0,QSO
366817,-0.0003120638,24.88506,27.65254,4.633996,13.08803,202.089626228859,37.119117299485,21.29793,19.7358,19.14133,18.93125,18.84251,7.359654,1.237064,1.333105,1.34552,1.35494,0,STAR
584710,0.8561158,2.655699,6.166786,0.1331224,0.2172126,237.924770968937,44.1545133036089,23.05949,23.73363,21.53366,20.51005,19.83888,1.14792,2.970381,2.624804,2.205185,11.30866,0,GALAXY
120439,-0.0001971038,354.0432,434.2481,18.68295,81.39722,160.187441662292,57.2637194423355,20.24628,17.80035,16.68519,16.18242,15.92016,1.313874,1.376946,1.286107,1.263428,1.278269,0,STAR
1072679,0.8974682,12.32376,13.80167,9.98639,11.12104,206.835440059119,47.0269797604375,20.37408,20.01556,19.88186,19.86055,19.72812,4.4811,1.461169,1.886504,1.634832,7.35963,0,QSO
750050,0.03809669,68.41035,95.60692,7.132349,18.85401,245.20759685328,40.9058157714957,19.42599,17.80318,16.99393,16.5126,16.10297,8.242156,7.106392,6.378197,6.371421,6.003098,0,GALAXY
310665,3.201938e-05,43.0937,45.06279,12.46213,23.53395,240.209172001943,5.72774582349724,20.78709,19.31942,18.70339,18.47838,18.38135,1.281267,1.291198,1.310158,1.074258,1.063872,0,STAR
237995,0.0002424623,122.4999,117.6318,29.75188,86.74319,41.7595721844919,-1.10087237141801,18.46682,17.53911,17.22192,17.08446,17.04016,1.281014,1.265523,0.8560981,0.8679081,0.9912989,0,STAR
619517,0.601209,5.770732,9.828971,-0.1196483,0.2288993,176.287024658362,13.7411664907005,25.35104,22.80863,21.20883,19.89503,19.39752,7.35961,1.080999,2.531829,2.662912,3.396846,0,GALAXY
686301,0.3539746,14.88167,23.05472,0.3061424,1.346912,168.530628100369,6.18003484370242,23.41718,21.28214,19.30829,18.67957,18.2545,2.969511,2.928727,3.26791,2.983787,2.724084,0,GALAXY
222396,-8.902312e-05,13.86017,26.16084,-0.05838658,1.313768,155.639886207731,41.6579742897449,25.02853,22.92944,21.25135,20.04311,19.27338,2.971269,2.971152,1.243593,1.339721,1.301176,0,STAR
895504,2.389736,3.298543,3.977065,2.562993,3.876415,130.876433408957,47.5894520561668,22.74585,21.7891,21.84328,21.5429,21.31604,1.05001,1.590702,2.027407,1.13393,2.10333,0,QSO
150222,-0.0001688054,20.07947,32.89069,0.1301168,2.165064,201.807215217396,59.2169722393327,23.52308,21.35258,19.99901,19.15536,18.7425,2.970737,1.368833,1.44734,1.233727,1.304909,0,STAR
178297,-9.928533e-05,5.150045,10.86205,0.0339968,0.3337538,238.992445510966,40.4547236424463,25.44961,22.93687,22.18572,20.52079,19.87421,2.969833,1.556967,2.088969,1.34125,2.449249,0,STAR
467357,0.6360358,7.391999,12.30884,-0.05136156,0.3548293,165.994119577709,-2.37048565858592,23.81721,23.23102,21.15437,19.89593,19.43904,0.6968075,2.970791,3.620901,2.320517,3.00876,0,GALAXY
5708,0.0003447283,21.23909,22.45297,3.605007,9.611521,54.5697227717826,-6.60129702101921,21.14903,19.95464,19.38897,19.12314,19.04071,2.004457,1.42254,1.248035,1.095297,0.9644839,0,STAR
1279993,2.094054,1.457903,1.966452,1.167925,1.188164,244.675226887554,38.3394503618057,21.77541,21.94461,21.8042,21.69941,21.246,1.509926,1.493397,1.544896,1.238435,1.311983,0,QSO
299965,5.473454e-05,65.5043,105.3723,0.4180159,6.097079,180.427550060357,12.8303794031827,22.72172,20.44889,18.90343,17.88888,17.30496,0.8458766,1.78361,1.48783,1.420483,1.482118,0,STAR
1012363,2.018645,19.15386,20.17553,22.71993,19.22452,160.018598277491,58.3227181750501,19.61865,19.3714,19.25344,19.17979,19.10538,1.359975,1.360744,1.234437,1.164978,1.031711,0,QSO
480158,0.2218621,42.92854,62.35276,1.978344,6.639015,227.307737929031,2.92768291349371,21.64643,19.54913,18.09796,17.56088,17.18958,27.92834,4.120912,4.008142,3.910527,3.350981,0,GALAXY
854750,0.5299903,10.27538,16.57907,-0.05069762,0.7298201,154.148170378907,18.0548861124298,23.24294,22.09345,19.97062,18.99169,18.54995,18.01879,2.9701,2.890715,2.908915,4.299346,0,GALAXY
723936,0.2244063,42.36573,55.53568,2.19542,6.910656,227.638623474392,28.1697579083675,20.97095,18.85685,17.48674,17.24491,21.84249,27.92629,7.547758,8.091741,4.784572,2.970085,0,GALAXY
803026,0.51715,9.906372,16.68793,-0.02204217,0.7025248,218.301373682854,40.6500803894346,23.07529,21.86754,19.87137,18.94458,18.51228,2.971509,2.97112,4.527551,3.800377,5.922764,0,GALAXY
461539,0.1485673,77.6292,103.4709,5.69936,17.09857,220.405568369158,59.0702286915005,20.62324,18.5807,17.47396,17.00073,16.69584,18.01573,4.778567,4.732821,4.584261,4.031415,0,GALAXY
1317090,2.178569,5.850613,8.153711,2.393967,3.440656,336.996606872002,5.7596658860896,21.94782,21.65424,21.32151,21.17239,20.77671,1.352579,1.677971,1.420167,1.627584,2.852676,0,QSO
126645,-4.744944e-05,458.2855,572.0395,11.55551,104.3044,125.933680918993,32.9084871045355,19.96409,17.41214,16.28201,15.81621,15.55545,1.451489,1.355681,0.9984055,1.015458,1.078945,0,STAR
1299414,1.664881,28.7743,31.93856,12.94559,17.80315,258.819466492631,36.2425322892523,19.49574,19.25994,19.18252,18.96341,19.00591,1.501279,1.358306,1.159493,1.164602,1.404284,0,QSO
531122,0.2100011,68.34457,99.29321,4.059001,10.90519,156.132184719679,3.9818504507241,21.25081,18.80812,17.4693,16.86934,16.46069,2.861738,6.254294,5.565895,5.095882,4.619909,0,GALAXY
123143,-5.943363e-05,161.5222,213.1959,3.323056,26.37783,12.5383491028753,-0.895211961096686,21.55585,18.90751,17.61287,17.04647,16.7445,1.324368,1.214573,0.9596118,0.9460344,1.033308,0,STAR
829810,0.8091122,2.161579,2.967437,0.4291954,0.6243634,153.764746624379,24.624781123056,22.21364,22.38581,21.96273,21.01847,20.64941,1.413475,1.791632,1.754724,2.0957,2.466962,0,GALAXY
1020643,0.829078,11.82744,15.35332,6.006973,9.722475,127.38153264074,5.18223202500432,20.64229,19.99318,19.91536,19.95936,19.67992,1.770318,8.06567,1.294618,1.313807,2.495356,0,QSO
992576,1.072336,6.788909,6.241575,3.827424,4.591587,171.156019734112,50.5719946896089,20.96059,20.94952,20.59361,20.57735,20.71247,4.217327,1.314486,1.216563,1.075712,2.151403,0,QSO
95686,-0.000178229,29.5648,66.04085,0.1738311,0.2465114,130.151420179098,44.5224709373148,24.49144,22.17907,20.48516,18.62685,17.58809,0.3794674,1.428986,1.455272,1.321932,1.532099,0,STAR
723050,0.1104316,39.5787,53.13441,4.075541,10.23612,169.182441206955,47.014953406769,20.08028,18.52741,17.69802,17.21131,16.83975,8.541449,7.839849,6.09344,5.793005,6.113166,0,GALAXY
461618,0.04356531,27.48595,29.64204,8.244458,15.89025,127.882599015808,48.7022533874496,18.61503,17.52145,17.24899,17.05374,16.95476,7.104355,7.88321,7.75789,7.356671,7.749139,0,GALAXY
668596,0.1715135,53.72931,71.39789,3.831612,10.75854,128.612630399989,36.1157996192306,20.87418,18.97259,17.79253,17.26896,16.93528,2.970232,5.603115,4.251584,4.33203,4.351761,0,GALAXY
583806,0.1937081,61.22781,80.65435,4.083425,11.59714,142.897675162976,7.93188421774672,20.82569,18.82943,17.49662,16.97502,16.61475,27.91024,6.707592,5.873185,5.468489,4.752944,0,GALAXY
344514,0.0001808541,9.802496,16.17748,0.2359776,0.9713992,137.267114349869,27.9099338725694,23.02203,21.47545,19.89791,19.10551,18.64367,2.969595,2.836996,3.603951,3.117816,2.293574,0,STAR
823549,0.08614185,15.81684,16.09058,1.91723,9.247635,324.00038705981,-0.418966250347994,20.60249,19.60527,19.09043,18.89764,18.78114,2.744812,5.192514,5.306862,4.201653,4.426896,0,GALAXY
1196134,1.912011,9.024292,9.509531,8.066526,7.681933,204.244733656774,32.9854063769189,20.31796,20.16922,20.15069,19.96935,19.81488,1.549396,1.284971,1.290473,1.170387,7.266476,0,QSO
1113812,1.050108,12.81717,12.64489,7.952705,9.284625,211.912940333448,43.1253577240091,20.1956,20.04955,19.69609,19.6622,19.88854,1.159241,1.050365,1.022923,1.06231,1.140481,0,QSO
831155,0.5823801,9.770121,13.83831,0.4694923,1.273035,189.152886755377,46.9051155541531,23.51235,21.66276,20.32962,19.50597,19.18801,2.969859,1.831848,2.053474,4.031623,1.54721,0,GALAXY
1211150,2.230626,15.91496,19.59246,9.984672,14.55291,157.96207948902,37.57985916025,20.22965,19.66612,19.57097,19.49046,19.28765,4.876154,1.577968,1.270065,1.099,7.888715,0,QSO
774975,0.08180851,51.36071,55.42324,8.847367,21.42921,218.959235557616,41.8067563129089,19.26972,18.19613,17.68941,17.3585,17.21448,3.725806,3.519876,3.547673,3.543334,3.764831,0,GALAXY
764273,0.5188305,13.03663,21.00477,0.2334073,1.129492,244.153163152638,14.7540023080542,24.02713,21.98445,20.35831,19.43995,18.96996,0.9482288,1.642652,1.779865,2.387796,2.450494,0,GALAXY
681258,0.5439664,9.246513,13.48515,-0.01942514,0.7140246,164.583372794332,7.74109726447973,24.03949,22.16018,20.47144,19.64643,19.29017,0.7480927,11.3069,2.589948,2.383792,2.986647,0,GALAXY
813366,0.4764731,10.07808,16.25255,0.07639921,0.9235986,250.429529182197,16.7765088120558,24.94883,21.94278,20.28999,19.39721,18.84581,2.969984,1.856858,2.592181,2.348933,2.470636,0,GALAXY
1147739,1.915157,31.29614,34.31471,19.63057,23.822,226.055284439819,7.81418731998562,19.15306,19.05484,19.09132,18.83449,18.74286,5.811799,1.131776,1.077826,0.9527867,4.584581,0,QSO
340527,-7.586303e-05,157.1371,165.9102,41.83994,85.79009,154.933679658527,43.5641176894819,18.68307,17.57428,17.15525,16.9815,16.96631,1.563614,1.370264,1.360638,1.304381,1.295222,0,STAR
