,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
856737,0.5984066,7.663429,12.8333,0.1750341,0.563843,139.06439074266,29.5399575207909,25.20919,22.65825,20.71605,19.62981,19.00931,2.970125,2.970408,2.741903,3.347033,11.00033,0,GALAXY
121474,0.0002756766,4.833099,5.598137,0.7598277,2.322595,119.923353091754,29.096550462977,22.79567,21.1726,20.77466,20.62247,20.27953,0.7800621,1.263202,0.9785209,1.124125,0.9541131,0,STAR
494754,0.1510055,43.45285,54.32354,5.864758,12.83795,182.787011406243,1.73929113021987,18.3189,17.00227,16.33253,15.94592,15.74726,9.706441,9.86595,9.787734,9.396514,9.416503,0,GALAXY
709850,0.670125,4.173111,6.827554,-0.03431949,0.2473601,213.111672676312,36.7603591985319,26.1965,22.82507,21.46295,20.11511,19.45765,2.969623,2.969434,2.165233,1.768321,2.26801,0,GALAXY
1260498,3.460612,9.971149,10.71844,-0.2193604,2.086838,181.382226341022,29.0303328246679,24.44821,21.40493,20.20557,20.0063,19.82949,0.7084724,1.516984,1.194,1.247738,7.125,0,QSO
1037814,1.066849,2.489422,3.388845,3.086692,2.817606,171.060444474595,50.8569663741656,20.52884,20.55187,20.31193,20.33422,20.4057,1.828143,1.30509,1.480274,1.287555,3.565807,0,QSO
672630,0.4995464,9.288758,15.09783,-0.03504199,0.6050084,191.687612641681,14.6650170022581,25.19851,21.55203,19.93216,19.02891,18.56517,2.96976,2.970145,4.931972,7.13548,3.419445,0,GALAXY
480256,0.157737,68.0263,91.00449,5.278486,14.68144,178.025755785728,-2.64969655980596,20.54065,18.64062,17.50112,17.05299,16.71181,68.3083,4.131399,4.161283,3.800362,4.568782,0,GALAXY
976869,1.321024,9.153878,9.09235,8.086102,6.75211,206.125706856402,61.4099527912308,20.98689,20.71298,20.24455,20.10572,20.22543,1.31222,1.302228,1.092541,1.199181,1.137207,0,QSO
34197,-0.0001630819,100.0722,109.0128,14.04573,47.72091,189.507195408421,-2.73913974662878,19.71333,18.22922,17.57908,17.31218,17.16187,1.504485,1.47952,1.402539,1.382697,1.416751,0,STAR
1266811,1.229607,48.94788,49.94035,26.35402,33.82402,227.787723900644,18.8023126833895,18.9724,18.64415,18.40239,18.32309,18.29837,1.411882,1.406087,1.238981,1.242489,7.128571,0,QSO
68808,-0.0009974962,79.33971,82.2563,34.02738,53.43107,170.264628978438,61.9536099151808,18.94477,18.08508,17.8303,17.76442,17.70621,1.569622,1.485766,1.430714,1.383535,1.271888,0,STAR
949913,1.030381,26.20601,27.82026,12.74495,16.47235,152.601595502333,57.2983002048579,18.92968,18.75051,18.5071,18.47087,18.39668,1.6946,1.507714,1.529114,1.492623,1.447967,0,QSO
1265345,2.515616,1.46065,1.429123,1.448641,1.999048,183.473041465127,27.8396440010439,22.1008,21.54634,21.5096,21.67026,21.62329,1.878902,1.580486,0.991008,0.801244,0.6780412,0,QSO
52882,-3.4501e-05,37.98207,37.0071,33.29737,38.44131,194.082570693497,3.22594179922278,19.862,18.60394,18.53184,18.57246,18.564,1.391882,1.398918,1.369544,1.301498,1.293096,0,STAR
1262787,2.082382,3.665452,5.10861,4.369338,2.517205,151.769885358576,28.6644394430246,21.30616,21.19421,21.05187,20.84242,20.49292,1.096035,1.303681,1.172734,1.030791,1.078589,0,QSO
501097,0.6722525,6.114959,10.44146,0.01692707,0.2802108,188.663220818624,59.7169121599762,21.82723,21.72544,20.36656,19.0672,18.51689,2.247095,11.30382,2.969704,3.69122,4.227733,0,GALAXY
404693,-0.0002209879,111.9943,115.8103,31.90536,66.2898,260.404678181564,32.5853412656832,19.15303,17.97145,17.54058,17.39198,17.3333,1.370663,1.321774,1.202162,1.15324,1.298163,0,STAR
821242,0.2844865,69.74284,97.52772,2.048323,9.441065,18.3665176776153,27.9053486607979,22.27522,20.06645,18.47363,17.88866,17.56141,2.578892,2.707754,2.636974,2.641147,2.653586,0,GALAXY
706573,0.483973,5.974406,10.10813,0.1409155,0.4782058,210.899425988795,58.5317992996557,23.61254,24.04748,20.46902,19.40419,18.83691,0.5163733,2.970531,3.622512,6.395195,4.055332,0,GALAXY
976144,0.2149511,85.27206,95.77646,15.06189,23.34422,150.211192956052,50.9962353628218,18.93398,18.29476,17.53558,16.96929,16.80582,32.89204,1.603724,3.887634,3.600635,4.225811,0,QSO
87770,-0.0001828455,34.73904,39.04243,5.861966,15.23788,316.882150650192,10.0895506390672,21.46418,19.73031,24.80204,24.36178,18.67988,0.9022892,1.124966,2.96973,2.970053,1.477723,0,STAR
491560,0.1088734,80.0108,111.2848,7.22621,17.87943,33.8660349045104,-8.30672089702131,19.93195,18.21703,17.2657,16.78548,16.44316,4.484553,5.121473,5.138325,4.970053,4.679111,0,GALAXY
76328,-0.0001551134,1141.992,1174.98,177.6226,572.8149,356.166808076087,14.3261400562326,17.04158,15.56456,15.02732,14.86203,14.80757,1.31779,1.183495,0.9421766,0.8853653,1.053235,0,STAR
1207982,1.75901,7.361485,7.555359,4.491973,5.30508,128.237446155511,58.6864237808743,20.52265,20.07121,19.93624,19.67449,19.54792,1.992792,1.564861,1.53621,1.431939,1.494375,0,QSO
291800,-0.0004296191,4.515212,5.974432,0.0598202,1.250282,246.581501288929,18.7207648383478,24.03997,22.30533,21.18366,20.80121,20.52545,0.795402,0.9295004,1.347235,0.9832579,1.184002,0,STAR
476476,0.1540332,81.43454,101.5351,10.49374,22.34505,141.467856354377,2.2094811267365,19.61048,18.20091,17.36131,16.90395,16.57143,8.236412,3.655452,3.254742,3.043125,3.046514,0,GALAXY
818812,0.2189995,50.35859,73.7378,2.448317,6.367026,195.486587990568,45.4681572129296,22.25689,18.96405,17.36947,16.76596,16.37114,2.969536,5.311808,7.400399,5.751951,4.551441,0,GALAXY
590794,0.1048474,59.0257,82.30128,5.393303,13.8958,129.075039230305,34.5489004713847,20.10879,18.43878,17.51124,17.00097,16.61094,6.386869,5.519573,5.060782,4.83602,4.534466,0,GALAXY
980631,1.693907,1.817295,1.506114,1.283038,1.378702,352.85273594968,-1.03580945399375,22.04696,21.53152,21.52059,21.36399,21.02107,1.392996,1.703708,0.9398355,2.870092,3.272959,0,QSO
156995,5.978148e-05,43.91008,45.78769,8.369021,22.19641,116.785909564387,27.5324866878556,20.3913,18.96574,18.44288,18.23692,18.1901,4.252968,1.273331,1.384009,1.446226,1.133627,0,STAR
338520,-0.0004232573,81.37788,84.03239,29.6989,54.95061,123.470420689827,52.7407831008569,19.03599,18.16332,17.87589,17.79516,17.75287,1.652827,1.418011,1.281915,1.224832,1.311049,0,STAR
977584,1.874982,6.48384,7.546546,1.574013,2.947647,148.922632961732,57.1201581831313,21.44575,20.87503,20.56486,20.19476,19.94253,3.924729,1.545775,1.353607,1.373167,2.305506,0,QSO
658427,0.341636,24.8444,34.32445,0.5046974,2.136064,130.30436949967,4.8752808642356,22.53129,20.56871,18.72457,18.1332,17.74299,68.31082,2.969358,5.295194,4.613998,3.579526,0,GALAXY
105094,0.0001525624,82.33842,82.66804,32.07482,50.7542,350.703179191442,14.5798144277943,19.2209,18.23023,17.87729,17.73605,17.71581,1.178211,1.098024,0.9515681,0.8873773,8.100596,0,STAR
1077979,1.28307,1.304934,1.771016,0.2476109,0.50314,183.609495374955,48.3318974027078,22.87572,22.59381,21.89035,22.09312,21.99611,0.6202994,1.218512,0.9654397,1.527184,1.117439,0,QSO
905024,1.719246,1.749418,1.687659,1.065736,1.148283,140.339019446808,56.4586641081726,21.71659,21.67407,21.6143,21.20016,21.32917,1.285862,1.338757,1.181759,1.539742,1.407437,0,QSO
229197,4.193558e-06,20.13445,17.82105,9.465043,14.07918,217.390248347097,55.8341247549037,20.46664,19.53743,19.25087,19.13545,19.15907,1.716386,1.488285,1.756043,1.907106,2.981408,0,STAR
862128,0.6516412,6.971708,11.2924,-0.04700217,0.4021063,165.253049630024,14.9699529784311,24.5219,22.31822,20.46025,19.32481,18.89358,2.969897,2.970646,3.177508,3.417004,3.781832,0,GALAXY
467570,0.378754,28.65479,41.42045,0.8962672,3.428453,194.742718254634,67.3035913589129,22.59367,20.89505,19.13874,18.52698,18.17954,1.344056,2.079262,2.116726,2.205766,7.897429,0,GALAXY
1270941,1.390422,2.245005,2.231797,2.505886,1.697539,146.328518115849,33.0851169198473,22.11348,22.01041,21.72857,21.99246,21.63848,1.038619,1.745,1.380457,1.230309,2.49355,0,QSO
961301,1.024362,5.496669,5.80821,4.894422,4.570062,159.015711699709,59.3146800541188,21.69858,21.45575,21.01594,20.91352,20.42509,2.188013,1.428943,1.889498,1.456547,1.310812,0,QSO
977325,1.679981,7.558689,9.8058,4.083128,6.667497,150.204124542727,49.6680402523572,21.32155,20.71588,20.8682,20.39006,20.28459,3.775621,1.687057,1.597528,1.534794,1.414818,0,QSO
281592,0.0002143756,242.4439,271.8719,32.44095,97.8542,205.12959567514,10.5464138450887,19.03657,17.4459,16.775,16.50083,16.35747,1.518899,1.290201,1.219379,1.280773,1.292301,0,STAR
252333,1.916197e-05,109.558,132.8657,2.756742,30.25954,196.891584446057,8.42311822891293,21.15452,18.68613,17.73523,17.38444,17.20961,18.02155,1.631488,1.703471,1.690048,1.364527,0,STAR
33750,-0.0001760469,12.36172,14.09252,0.5566627,3.716204,149.510592556584,62.4760662780739,23.35235,20.58189,19.87137,19.62931,19.84024,0.4847976,1.604422,1.195119,1.077112,0.9485778,0,STAR
688688,0.6306382,10.4827,16.86284,-0.0469381,0.5615894,159.252619756022,1.77131308159,25.61013,21.94401,20.2038,19.02623,18.60322,0.2503764,1.953051,2.759403,2.737171,2.324129,0,GALAXY
1130641,2.427862,6.347857,8.943141,2.689246,4.375472,217.016355436062,47.3330960619957,21.66991,20.97122,20.81436,20.70956,20.14042,1.623942,1.301163,1.087485,1.103504,1.015276,0,QSO
984140,0.667515,7.800453,9.660917,2.182671,3.603167,139.981720668369,47.9087968081552,22.1442,21.2771,20.67398,20.19853,19.94649,1.493408,1.913634,1.494928,1.275633,4.360722,0,QSO
401818,-7.304134e-05,2897.404,3062.165,530.7261,1473.958,16.320076249547,-0.318037101935866,16.32456,15.58116,14.19181,13.97812,14.16127,1.233599,1.061895,2.095802,1.993575,0.8963918,0,STAR
778338,0.5330417,6.668751,10.47923,-0.4518743,0.2538899,156.953247947712,11.0181923158366,22.87015,22.52056,21.14627,20.05592,19.41599,11.30505,2.970999,2.298096,3.010794,2.482026,0,GALAXY
354612,-0.0002718774,37.48717,43.89233,4.983314,15.03078,145.019992266128,12.3488056436325,21.30549,19.65574,18.87257,18.62442,18.49298,1.284824,1.171364,1.326891,1.138506,1.231315,0,STAR
140711,0.0007482537,37.89486,36.26878,11.27602,25.24401,158.485013034296,55.7777601901424,19.90485,19.03088,18.69446,18.54812,18.50128,2.090162,1.65314,1.547952,1.537327,1.481272,0,STAR
315812,3.470303e-05,651.218,703.7022,128.8992,329.707,154.322108865178,42.026828488129,17.4228,16.10774,15.58964,15.37883,15.30917,1.506027,1.502322,1.326824,1.258266,1.278425,0,STAR
319114,-3.547062e-05,4.655066,5.313753,0.6112559,2.156784,204.728327064551,14.1627906895285,25.74941,21.62792,20.82057,20.56009,20.43087,2.969535,1.515098,1.203935,3.719277,1.752411,0,STAR
1188392,1.322014,2.094601,2.298548,1.398358,1.315781,2.39459041623354,25.3434451789447,22.48475,22.09457,21.59465,21.66711,21.71481,1.011039,1.18426,1.150153,1.231523,1.090364,0,QSO
755601,0.08083504,111.196,147.612,7.190302,29.98908,208.45148921626,12.2531442942751,19.6716,17.67225,16.68413,16.2409,15.90429,4.262188,4.966979,4.553164,3.761086,3.456836,0,GALAXY
143526,-0.000251427,15.0514,26.66784,0.7208185,1.93879,179.751625523562,61.3287239699688,23.8364,22.14936,20.83059,19.68559,19.16256,2.969305,2.969441,1.269415,5.075301,3.381625,0,STAR
668352,0.4468909,7.00142,11.38878,0.07909898,0.4177939,143.389495485144,45.7634926194042,23.22881,22.1798,20.58757,19.68617,19.053,2.970459,2.969512,2.656541,3.959719,3.722839,0,GALAXY
112735,-7.101228e-05,19.34033,19.56331,9.237242,14.59576,219.551398090276,58.968937653044,20.38758,19.52554,19.31438,19.30348,19.2893,1.898005,1.655659,1.780621,1.773718,1.841674,0,STAR
125814,-0.0006089932,32.19029,36.18404,8.038015,17.43442,343.717183520584,14.7287421294299,20.27363,19.18731,18.78333,18.65012,18.57176,3.399321,1.275193,1.176282,1.125853,1.229463,0,STAR
25004,-3.656343e-05,273.5012,298.7681,44.40168,122.3012,200.583193055222,-0.388561975190269,18.76766,17.25001,16.60935,16.39825,16.28221,1.476511,1.294655,1.377227,1.129126,1.148582,0,STAR
565627,0.03866651,394.7111,509.94,36.54434,121.3511,222.518632051068,54.3664744189382,17.72072,15.81546,14.97544,14.57267,14.25794,18.99578,7.764539,7.649489,7.710793,7.347273,0,GALAXY
934455,2.645847,10.45875,11.99456,4.689232,6.623643,186.583936689262,3.0753455991688,21.17257,20.17063,19.91491,19.85216,19.55665,1.752957,1.401241,1.392603,1.272647,1.007797,0,QSO
646650,0.4749628,10.5492,15.95646,-0.04701822,0.8314149,174.312376037478,8.55811479709253,22.48739,22.12787,20.23936,19.39691,18.93279,2.282855,1.793366,2.851963,3.220012,5.129029,0,GALAXY
514899,0.6068337,4.575713,7.067964,-0.1090307,0.2443454,255.595966703726,37.6926577606475,24.36075,22.91927,21.57131,20.48564,19.75468,0.7033381,7.358099,2.370386,1.74253,2.136694,0,GALAXY
1188289,1.165774,56.06668,51.20901,45.24696,46.23765,219.375909235845,8.4501725540843,18.53166,18.45142,18.2381,18.27399,18.35722,1.226072,1.208221,1.052261,0.9478246,0.9933537,0,QSO
421812,0.0004151493,17.94769,18.9617,12.36777,17.2667,141.754885502251,23.0062593273071,20.52136,19.37679,19.31755,19.35117,19.26165,1.224836,1.342245,1.164256,1.105319,1.065681,0,STAR
547219,0.3759842,10.34159,16.1128,0.326385,1.193414,152.065847930336,47.0838407808584,23.92572,21.67722,20.10664,19.52762,19.02039,2.23294,2.581537,2.304081,2.006945,2.393967,0,GALAXY
669177,0.3539173,27.04275,36.3495,1.044691,2.834814,228.922420883058,40.4350533835867,26.05103,20.52854,18.769,18.183,17.79298,2.970707,2.99581,3.903602,4.486672,3.260494,0,GALAXY
756319,0.5062203,8.032435,11.87974,-0.01519674,0.6557108,143.785208698855,38.2106319749149,23.21087,22.32065,20.54404,19.63666,19.1313,3.017737,1.264278,4.679156,1.783962,10.92406,0,GALAXY
332427,-9.892139e-05,327.4663,342.0551,84.99712,175.5255,209.118855116278,42.2741426953206,17.84122,16.7667,16.32683,16.15707,16.08424,1.677627,1.665188,1.746263,1.365288,1.434793,0,STAR
1065924,1.221029,5.783722,5.586187,4.857547,5.011904,191.521984116546,43.7330627889473,21.47815,21.25967,20.87546,20.90683,21.11871,3.327662,1.402449,1.380086,2.698939,1.244692,0,QSO
623594,0.6125079,6.668294,10.53386,-0.1522243,0.3065944,214.007294114536,55.2294204082196,27.21384,22.34947,20.61953,19.59701,19.07122,11.30648,11.30648,2.681346,3.53487,2.138192,0,GALAXY
1268147,2.489404,2.80968,3.702106,1.484756,2.263615,340.248654202882,24.2114932748414,21.66724,21.4434,21.3295,21.32832,21.11825,1.012694,1.123246,1.371224,1.070832,1.4392,0,QSO
1100737,1.87653,16.29633,17.12739,12.15998,13.60552,193.152749653065,42.9959810101161,19.93323,19.97494,19.95592,19.64737,19.57054,2.126254,1.535356,1.725336,1.390921,2.894315,0,QSO
224856,-0.0002932881,34.82381,34.56847,13.67829,22.81017,5.83312617202006,35.4274479769234,20.08055,19.02924,18.68761,18.59639,18.5105,1.442569,1.361285,1.286329,1.187057,1.155414,0,STAR
497293,0.08796699,67.30186,81.95925,8.711797,23.0643,149.078809374553,60.226198128317,19.60107,18.03707,17.29123,16.90984,16.64773,6.30757,4.859695,4.277812,4.167205,4.111909,0,GALAXY
471634,0.5396947,7.530716,11.72576,-0.3071789,0.3871638,188.904002488275,67.6295248521743,24.39237,22.37839,20.73781,19.62186,19.20721,0.8388429,2.970053,2.624245,3.014944,11.30401,0,GALAXY
488775,0.1049804,70.55904,74.52919,17.34796,35.3681,167.289353530762,3.50160375015851,19.19864,18.24172,17.79221,17.43569,17.29252,2.511615,2.54444,2.611994,2.537312,2.703216,0,GALAXY
1120822,1.741298,16.68453,15.32285,8.228209,10.67797,240.844305472487,3.20057296163357,19.7769,19.52846,19.39565,19.09057,19.10176,1.4738,1.134004,0.9787351,1.026067,1.336927,0,QSO
1194600,0.8706401,3.312646,4.112175,1.420772,2.272387,205.035464234222,33.2114872731546,21.96374,21.38444,21.12697,21.13803,20.75337,3.500058,1.553388,1.252056,1.138246,68.31885,0,QSO
1250755,2.170238,9.321055,11.22473,8.7625,8.244636,171.972569279513,32.4733629193431,20.36693,20.09328,20.02975,20.11257,19.88633,1.957345,1.518685,1.742782,1.340182,1.758657,0,QSO
1098090,0.6965497,29.9113,33.736,20.44592,26.89774,172.799786380942,47.971248171508,19.49869,19.02278,18.9193,18.86391,18.81148,1.644273,1.696075,1.425426,1.60782,18.02337,0,QSO
749214,0.1557916,49.94419,60.7011,9.423806,18.66116,169.960357725366,45.2922937384858,19.58105,18.41348,17.74726,17.34991,17.1337,3.429405,3.491338,3.712991,3.820727,3.671561,0,GALAXY
919558,1.797402,30.71558,33.71842,14.91159,19.14806,327.990484684422,11.18388669048,19.78433,19.44616,19.19116,18.87013,18.78945,6.433423,1.28773,0.9957446,0.8655722,1.1335,0,QSO
278591,2.305545e-06,44.07854,61.13362,0.597854,5.407311,359.047231619995,0.467930810822027,23.35959,20.4801,19.0903,18.38531,18.00281,7.35858,1.218679,1.128082,1.037362,1.018174,0,STAR
261719,-0.0003320005,30.0776,29.73754,10.19543,18.83767,195.488886956524,8.42457164535195,20.50427,19.38902,19.04186,18.91054,18.93767,1.286175,1.192791,1.275345,1.263751,1.752693,0,STAR
899100,1.962574,1.755692,1.882645,3.205723,1.87218,129.812481228014,47.0389832780851,21.73595,21.64223,21.87813,21.52348,21.06854,2.970028,1.73265,1.241389,1.39042,2.182613,0,QSO
1059489,0.5907934,9.135476,11.62017,0.8295656,1.60668,129.995754707047,6.69687169323064,21.86462,21.46341,20.57962,19.76774,19.60536,2.630495,68.30075,1.92849,1.867744,4.377494,0,QSO
785182,0.5585113,8.66074,12.70471,0.1577672,0.8843802,210.881778828273,50.6860343743039,22.66913,22.28654,20.58862,19.6895,19.2769,2.057054,2.064689,2.03543,2.057439,1.528622,0,GALAXY
135504,-6.781833e-05,52.58034,74.01954,-0.5938708,4.758412,313.100495621041,-0.632367157928703,22.31158,20.45845,19.05042,18.28042,17.76649,7.357529,1.211126,0.9255316,0.8669326,1.049595,0,STAR
558076,0.4845723,7.81161,12.71305,0.2105396,0.7444723,183.025216204941,58.6420837946004,23.38089,22.03286,20.18721,19.33403,18.82655,18.01891,2.971088,4.551552,4.699427,1.496121,0,GALAXY
1205748,2.615084,1.966258,2.840998,0.9132523,1.468937,244.550738903022,20.0851065722905,22.5736,21.95916,21.88182,21.68575,21.05905,3.305439,1.422199,1.399303,1.084879,1.602179,0,QSO
317373,-0.0001149667,81.6992,101.6408,1.579332,14.82744,22.7197036686316,-0.704179215024578,21.96417,19.35495,18.1455,17.64408,17.35756,1.234601,1.128321,1.009087,0.9200367,0.8872773,0,STAR
187918,3.580827e-05,425.4826,513.5229,0.9212688,77.01413,130.253119149063,35.3868538426051,20.48088,17.80034,16.42893,15.96266,15.64404,1.355618,1.332767,1.131716,1.097535,1.140341,0,STAR
1077951,1.215288,16.09208,13.36567,11.21028,12.41101,158.93882766803,40.9779228927548,19.89571,19.84498,19.5061,19.60167,19.77264,1.616901,1.476274,1.284825,1.421827,3.615951,0,QSO
697469,0.1027036,110.1198,155.219,7.976602,28.44894,242.182873553872,37.2695273435541,19.60572,17.6411,16.67055,16.23111,15.8828,6.851987,4.792801,4.436339,5.374827,4.647547,0,GALAXY
350591,-0.0005059597,125.8858,129.0871,45.89898,79.89331,317.796645524529,-0.295038161041163,18.65223,17.71915,17.39126,17.24216,17.20089,1.173382,1.220309,0.9807883,0.8759885,0.9998532,0,STAR
1058521,2.568661,2.473572,2.981225,1.76381,2.309226,132.978359018367,9.5149693021842,22.26427,21.56164,21.55074,21.61598,21.032,1.27272,1.138031,1.127832,3.595176,0.9105627,0,QSO
76875,-9.047626e-05,358.6414,396.7271,7.191847,96.86555,357.2574150806,16.0838198002211,19.7375,17.43179,16.48088,16.14139,15.9764,1.153708,1.153289,1.204569,1.203984,1.191281,0,STAR
1203246,1.233945,10.76359,10.42877,5.907028,7.254962,180.93292249676,34.2502523878555,20.1161,19.93783,19.69178,19.65868,19.74288,1.563961,1.216835,1.226774,1.146697,7.357517,0,QSO
722465,0.3300697,34.195,48.75591,0.8880419,4.091307,210.899181265218,53.9019649153169,22.83242,20.29529,18.6867,18.13149,17.77946,2.969599,3.404441,2.68166,2.653927,3.066068,0,GALAXY
1276437,0.173789,9.238343,10.07706,1.198678,2.641142,172.257135621097,29.5484141275053,22.15153,21.15726,20.31523,19.31468,19.36698,7.360115,2.033958,2.138379,2.249947,3.180771,0,QSO
73591,0.0001344898,60.84237,68.30962,9.02555,25.02571,55.2948720806647,-5.87216792957348,20.56068,18.91254,18.33271,18.0666,17.92851,1.522615,1.341914,1.320457,1.262093,1.29535,0,STAR
1011777,3.287541,6.149718,7.892943,2.864492,5.757273,19.253525414834,-2.47185327417856,22.8579,22.48496,21.49176,20.37297,19.69214,4.584713,1.391831,2.197329,4.374251,68.29365,0,QSO
1275889,2.112052,4.098384,3.893479,2.463724,3.55458,132.384504887909,25.1146998963645,21.28016,21.03178,21.04483,20.93429,20.47087,1.208003,1.287246,1.002395,0.8136896,0.7732103,0,QSO
773303,0.1044025,70.93464,91.32381,5.847303,20.82721,196.739083200613,50.841787553247,20.33806,18.54557,17.59105,17.19561,16.90177,27.9234,2.707119,2.87502,2.764643,3.120141,0,GALAXY
962558,2.493148,5.966626,6.826239,4.43609,6.174664,176.715683796951,58.5603549652693,20.09277,19.63743,19.52451,19.61851,19.6527,1.836624,1.602387,1.554102,1.724054,5.145407,0,QSO
790319,1.208639,0.9851164,1.705319,0.7552148,0.7923719,141.340116911933,17.7448402592968,22.08549,22.67118,21.95722,21.7368,21.5084,2.928713,2.970472,3.120126,2.183491,0.7121757,0,GALAXY
1076795,1.9842,2.002563,2.551253,3.07407,1.737964,131.432931644151,33.3703696237773,21.7095,21.43076,21.4717,21.23123,21.61656,1.72005,1.65798,1.371967,2.321196,1.013945,0,QSO
1114418,1.966714,27.17464,29.78788,19.34735,22.39965,201.634388813589,41.3642986051556,19.34682,19.21727,19.09355,18.95895,18.85662,2.127905,1.763481,1.709257,1.588042,1.794274,0,QSO
326576,-0.0001043466,27.63657,57.09184,0.3842712,1.134766,315.077441873166,76.4633427983788,26.14288,22.57883,20.35736,18.92787,18.07061,2.970613,2.970213,1.132738,1.28517,1.413305,0,STAR
846177,0.08528388,55.58762,71.4049,4.34585,15.94127,231.613495036666,29.4208727912575,20.33944,18.50626,17.59412,17.16928,16.81738,4.400041,3.928895,4.028262,4.151665,3.862737,0,GALAXY
784618,0.227044,8.093439,8.261255,2.899806,4.230647,203.543213783348,45.4347112000563,21.54598,20.96732,20.57727,20.26115,20.28414,3.049381,1.31936,1.182312,1.22004,4.187356,0,GALAXY
1002279,1.022461,6.863292,7.770066,4.961741,5.92504,155.041551021733,47.2766404552847,20.73063,20.43375,20.16366,20.25968,20.03601,1.372388,5.996264,1.323046,1.240363,1.166549,0,QSO
964282,3.034596,21.95718,21.92434,10.01798,16.19654,11.1100251081419,-5.39402376283898,20.65117,19.39406,19.13736,19.06763,19.02074,1.436956,1.235431,1.125453,6.403758,0.9502946,0,QSO
956816,2.052648,2.621545,3.412607,3.585572,2.292982,146.435362966432,52.2008283327617,21.68696,21.32907,21.2349,20.82527,20.93023,2.254733,1.651859,7.358519,2.155421,3.040469,0,QSO
3732,0.000307386,128.4086,126.2368,40.31158,79.06378,189.486872770609,-1.10617652732728,18.83208,17.71637,17.32203,17.19495,17.1536,1.589412,1.569382,1.437562,1.442677,1.489317,0,STAR
1310805,1.675925,27.64071,28.69919,18.49858,22.53262,195.769497915672,29.3011316846101,19.40125,19.18633,19.1433,18.93167,18.93833,1.603985,1.505095,1.412369,1.189611,1.447588,0,QSO
1267127,1.4414,2.019312,2.416979,2.233819,1.502826,205.868766542422,40.5857216171451,21.94395,21.7926,21.61466,21.54413,21.68985,2.287961,1.317814,1.428424,1.270481,0.6892526,0,QSO
193159,-6.856366e-05,34.85435,45.9233,1.297202,7.869462,168.470508292337,53.9452700562534,22.3438,20.55529,19.37739,19.00564,18.74682,0.9587017,1.467743,1.441175,1.362796,1.118226,0,STAR
1081018,1.849855,4.498694,5.256907,2.148273,2.798019,221.988333855335,49.7835185932598,22.21033,21.44357,21.21814,20.70638,20.49398,1.42394,2.149363,1.458156,1.284945,0.980431,0,QSO
32645,-7.85645e-05,615.2679,645.869,135.3064,327.4753,146.918637198972,61.3739695756939,17.53759,16.21724,15.72122,15.5481,15.4804,1.758397,1.655581,1.688775,1.585256,1.485321,0,STAR
317670,-0.0001395009,6.867174,12.86789,0.4047335,0.5336732,252.981211592082,19.2292789537191,23.60755,22.26664,20.90299,19.7684,19.18054,7.360317,7.360503,3.627408,4.324556,4.537115,0,STAR
551208,0.5938295,5.481751,7.666395,0.05919847,0.5995037,122.574170248308,31.2540837492709,26.47329,22.95281,21.07894,19.99838,19.20729,7.359787,2.970581,2.299462,2.181121,3.705672,0,GALAXY
696622,0.3488229,15.35929,22.2301,0.3737478,1.674268,158.459209583437,6.21027117074235,24.66652,21.16981,19.38871,18.73225,18.34109,2.969959,2.672604,3.324028,3.044237,3.132199,0,GALAXY
1003481,4.238273,2.792529,3.491674,0.02829524,0.2727234,165.671227845172,52.1187070785463,26.27568,23.39669,21.41855,21.01188,20.53785,0.475254,0.9725603,1.303615,2.170582,1.169015,0,QSO
1192735,2.559356,2.036323,2.707685,1.893683,2.409558,135.331486445467,26.9704956459854,21.93219,21.32487,21.14309,21.223,21.13759,1.814083,1.643098,1.004378,1.208558,1.656372,0,QSO
305058,-0.0001741074,6.735855,7.834638,1.216143,3.578092,221.212596668449,50.6838073151508,24.63468,21.04967,20.81502,20.0783,20.66446,2.970069,1.425213,1.567465,1.623978,1.19139,0,STAR
144111,-0.0001661968,37.82955,35.12184,9.04898,21.98386,117.344649727297,30.817148856942,20.4295,19.10107,18.62644,18.4977,18.45328,1.598864,1.348728,1.068679,1.027218,1.233515,0,STAR
104039,0.0001664517,17.98923,22.74005,0.5398015,4.502975,117.301535454297,38.2463000584537,23.2237,20.76399,19.87706,19.52171,19.1844,0.1002539,1.554183,1.265491,1.262648,4.267464,0,STAR
1072806,1.605221,23.4231,24.42021,14.24978,17.43862,144.357545739788,35.3898057216239,19.56686,19.22791,19.17865,18.97451,18.92581,1.264961,1.205944,1.18775,1.082164,0.9634259,0,QSO
655452,0.5965611,9.682898,14.74363,0.2215887,0.8648308,145.483411466079,50.6356103994129,23.57633,21.79918,19.999,18.83633,18.2503,0.6535799,11.30829,2.970318,7.095809,7.796598,0,GALAXY
1150185,1.02104,2.976285,2.492573,2.042667,2.463804,20.9707675526516,0.78515049082334,23.60779,22.72615,22.51541,22.30443,22.16145,0.7218463,2.970249,2.970107,1.477297,3.057174,0,QSO
525737,0.1114191,79.12567,104.502,7.384109,22.94947,157.480239140172,4.70337005539173,20.1444,18.30825,17.36352,16.97166,16.61918,4.161183,4.517834,4.631336,4.342995,4.557145,0,GALAXY
