,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
568806,0.7247545,2.609834,4.011912,-0.01382283,0.2876319,146.340634124997,57.141231383362,22.72999,22.16114,21.89437,20.45748,19.74124,0,GALAXY
1029633,0.3990178,23.96362,29.38676,12.35876,11.09423,158.468768064026,60.811861183118,19.98509,19.57168,19.06507,18.69433,18.36454,0,QSO
754626,0.4468877,7.887554,12.36811,0.02034465,0.6054823,135.358326116842,64.3318631520456,26.76372,21.4158,19.51689,18.65419,18.0973,0,GALAXY
39633,0.0003684367,6.350833,13.76122,0.27583,1.152139,120.419748944929,46.111309144523,24.97719,23.48125,21.89436,20.55655,19.65303,0,STAR
843290,0.1177452,98.35066,123.8758,15.55424,30.67793,240.992632878684,21.0431088147555,18.99249,17.66246,16.91327,16.45789,16.18012,0,GALAXY
119126,0.0001060973,97.22639,148.2694,1.057179,10.67881,12.8386437783373,-0.0089401987393238,22.75136,19.83166,18.36521,17.45464,16.94717,0,STAR
728350,0.1623043,48.59262,68.09389,2.668124,8.480123,246.892180393441,34.104905262928,20.88626,18.84043,17.6748,17.12709,16.70345,0,GALAXY
1367215,0.5372295,6.404651,7.889512,5.091603,4.973345,219.491159859264,30.6484636489528,20.31668,19.95495,20.15602,19.90843,19.87411,0,QSO
179454,-0.000434353,16.32429,17.46487,2.528306,8.581521,258.599153500791,31.8760555688262,21.25194,20.00609,19.62785,19.48018,19.46924,0,STAR
1183455,1.085849,1.283146,1.829117,0.4224582,0.7729409,250.502991757239,34.1138488643665,21.80441,21.73543,21.57858,21.71784,21.22567,0,QSO
354364,-0.0001828076,347.9763,442.7678,11.55601,72.90459,341.429849405881,-0.410103397400574,20.07398,17.82256,16.62997,16.12448,15.8575,0,STAR
246625,-1.987201e-05,216.559,213.0271,187.3976,225.914,215.716692158507,45.0221431474779,17.79627,16.51624,16.60324,16.6392,16.71628,0,STAR
634946,0.5405877,7.469405,12.0053,0.3884549,0.9091228,130.356420949037,44.8571861381807,22.76592,21.44674,20.00805,19.18557,18.76099,0,GALAXY
1061277,1.345532,23.46677,23.32191,17.88132,17.47052,159.203093068485,2.44862543948997,19.47763,19.38787,19.12695,19.09844,19.1298,0,QSO
440897,8.329783e-05,8.428807,17.32608,0.01486674,0.3787977,118.548424436284,52.3716101769444,26.00164,23.03203,20.76735,19.50889,18.71542,0,STAR
739994,0.7119106,4.503494,7.636655,-0.1586349,0.04637122,118.014822805109,24.0841935502512,24.08794,23.69931,21.60894,20.40948,19.48618,0,GALAXY
619888,0.5590067,9.490898,14.13995,0.1806221,0.8718616,135.445604789738,48.7022656416315,23.76811,21.67517,20.27385,19.4412,19.20899,0,GALAXY
1265103,2.149937,2.085739,3.021451,1.706743,1.760004,194.984623670036,45.6206488259286,22.08828,21.84542,21.99576,21.73561,21.20881,0,QSO
1205616,2.430432,9.906649,12.36055,6.825744,7.767522,178.762388470247,14.2819959428929,21.36381,20.68124,20.50435,20.47781,20.1174,0,QSO
1430465,1.45735,6.71601,6.57724,5.808624,5.686686,154.702929312777,35.8988193735462,20.66135,20.58726,20.46172,20.48911,20.14607,0,QSO
419050,-1.341947e-05,11.48476,18.65439,0.2948239,1.245651,123.276484064169,51.740274512637,25.65316,22.37345,20.80268,19.99847,19.58792,0,STAR
239418,-0.0002028494,74.26124,116.998,0.6915314,7.763709,57.9556295620515,0.238743714792612,22.34396,20.26311,18.64872,17.79586,17.26594,0,STAR
540568,0.08404306,129.0339,166.6431,10.32638,37.30861,333.758894680333,-9.50574827251593,19.69917,17.67248,16.72781,16.31679,15.99217,0,GALAXY
392685,-0.0004546804,269.6624,266.3368,113.875,221.9361,256.962747915918,21.0361363997903,17.59789,16.49254,16.37673,16.35954,16.39864,0,STAR
1027982,2.927236,3.746207,4.698055,0.4756077,1.405126,162.68871969289,3.28451065105939,25.1329,21.89049,21.23193,21.26435,21.03858,0,QSO
634677,0.1656996,52.83167,69.55703,3.303234,10.0481,349.219950515107,14.1998909812484,20.94963,18.73263,17.58148,17.10987,16.77387,0,GALAXY
191952,-0.0004841264,49.84055,48.64444,40.76457,57.07957,136.641720671694,37.919297393101,19.21282,18.04692,18.11365,18.19625,18.30854,0,STAR
178577,-3.694911e-05,9.593924,19.76307,0.2381891,0.692332,137.073716020203,38.66250522993,22.86577,22.2151,21.76868,20.33057,19.52131,0,STAR
615574,0.5332195,9.463506,14.30752,0.008071399,0.725744,221.375205570252,43.6915473223849,22.34181,21.34185,20.08183,19.15115,18.60368,0,GALAXY
1434225,0.572748,36.39217,33.75625,24.47668,28.54249,238.513519253377,14.3862625018345,19.47726,19.10299,19.09203,18.82243,18.80116,0,QSO
972350,0.2285304,42.26245,58.66218,1.590615,6.611341,197.429959193414,23.3069931850242,21.84495,19.46548,18.02056,17.51785,17.17967,0,GALAXY
133396,-0.0002692161,7.667168,8.959208,0.3593185,2.851517,253.060555202987,39.605820307185,24.71912,21.54065,20.67937,20.55613,20.3262,0,STAR
545475,0.5932581,8.078145,10.72478,0.5834945,1.243556,142.188249646571,0.868792206666892,23.23862,21.9539,20.7106,19.90313,19.59122,0,GALAXY
985144,0.5911242,8.696689,13.14429,0.283529,0.8544247,231.486135164622,38.8738180037485,23.61003,22.21315,20.5988,19.73243,19.29731,0,GALAXY
817512,0.6127043,8.320664,13.33815,0.2938063,0.7892696,178.126150196083,11.0042391317722,24.52764,22.81882,20.93388,19.89488,19.39011,0,GALAXY
431847,-0.0001676434,100.0684,128.6343,2.496321,22.13601,220.066640085582,12.1413877429575,21.71185,18.94649,17.85125,17.43444,17.18763,0,STAR
1039287,0.405562,15.84564,22.36763,9.288799,10.50539,134.884880166359,49.8402033111122,19.9441,19.65728,19.46402,19.27776,18.98698,0,QSO
175881,-0.0001372619,145.8459,148.2455,46.28664,94.37941,189.306386759533,51.4179538605843,18.36929,17.53483,17.26512,17.15302,17.11961,0,STAR
924312,0.5739412,6.66034,10.92797,0.01058166,0.5018876,173.660325861164,25.5779854083276,23.28946,22.91105,21.2094,19.96111,19.76179,0,GALAXY
408066,4.230622e-05,167.5016,191.3584,28.48065,71.72787,217.192966407109,9.07520183206875,19.45895,17.93503,17.24487,16.99477,16.86381,0,STAR
1377852,1.408096,22.84461,22.62646,19.45922,20.5314,200.145327937433,35.733044657878,19.51471,19.27961,19.21031,19.23312,19.3761,0,QSO
977653,0.09386694,95.71542,126.6076,6.918156,25.96722,225.655895834423,9.5452089698931,19.96121,18.13522,17.19288,16.7612,16.45282,0,GALAXY
592353,0.4690635,27.49767,31.9289,0.9958282,3.809225,242.723670032671,51.0832151593303,22.08811,20.92543,19.34705,18.9189,18.76282,0,GALAXY
1296635,2.43191,1.849353,2.423084,0.8442101,1.488131,207.054374058859,34.280777713957,22.821,21.66779,21.55083,21.36876,21.51787,0,QSO
283730,-0.0003635395,16.51007,41.54888,-0.0008886051,0.2972264,231.266077714221,47.5019611076689,23.18153,22.70272,21.30075,19.28912,18.2061,0,STAR
8690,0.0002259239,744.5911,768.1993,270.3629,469.7648,187.960250933296,0.429374213301024,16.67231,15.74936,15.42677,15.31753,15.25533,0,STAR
964528,0.1194153,62.97308,77.38275,10.55661,19.20188,197.232372649058,24.7057701916623,19.01577,17.74851,17.06019,16.63153,16.33537,0,GALAXY
734767,0.3475026,31.35894,46.98965,0.4256358,2.856429,164.025242880484,6.41205771040786,22.47635,20.6148,18.84311,18.15223,17.77057,0,GALAXY
1328081,1.260289,36.90835,31.23062,24.58009,30.96315,147.835349650363,11.546318788711,18.81637,18.66692,18.50861,18.51831,18.5937,0,QSO
416808,-9.735571e-06,132.2054,145.1642,17.50908,57.64446,154.095648884085,35.1946769025877,19.65893,18.04427,17.38138,17.17342,17.04532,0,STAR
1431425,0.3812863,29.91155,36.90257,9.183969,9.166278,190.354006494466,29.7153797787358,20.21196,19.75131,18.92406,18.55519,18.22933,0,QSO
304268,2.253806e-05,35.1074,144.4432,-2.197801,1.082368,159.062669897855,41.2054406133253,23.93904,23.17302,21.81809,18.70892,17.04004,0,STAR
115170,6.15526e-05,87.38004,91.62436,25.08938,46.82165,163.47227178678,4.01921353759074,19.28311,18.26196,17.80998,17.63376,17.54522,0,STAR
733009,0.6786872,5.778222,9.507895,0.2906411,0.608155,120.301820742376,30.2727727596691,22.25196,22.37499,20.8377,19.46182,18.93756,0,GALAXY
118418,-0.0004613601,113.3914,114.1681,26.52892,60.58368,231.67016889475,52.4880052779822,18.71349,17.79258,17.42591,17.29494,17.26663,0,STAR
373229,-0.0001587861,93.4399,109.093,5.77397,25.96576,9.58331937677883,0.534811525318604,21.11424,18.95323,17.95324,17.56307,17.33504,0,STAR
1313237,1.569083,11.79238,11.2695,10.14718,9.996149,201.841192775267,42.7095780657119,20.3345,20.03421,19.9789,19.74953,19.88132,0,QSO
1163607,0.5550409,19.04515,18.89471,11.82009,14.30713,333.959190096629,-0.944819111574548,20.53395,20.49864,21.36195,24.3618,20.42882,0,QSO
1015776,1.668868,3.268838,3.580622,3.055735,2.876721,242.235702113244,52.3987490058244,21.60831,21.33241,21.22613,21.25623,22.7034,0,QSO
1228759,2.979163,3.458507,3.200302,1.461388,3.116951,233.038636030032,47.2073210183407,25.4768,21.80485,21.59913,21.61693,21.34834,0,QSO
977992,0.4415797,8.737775,13.08209,0.1205269,0.7769455,253.905780570486,22.1110150041892,22.64686,21.82329,20.20116,19.41732,19.0013,0,GALAXY
361387,0.0002388169,102.7064,108.1651,37.46607,67.7157,190.00930132002,41.2815695004529,18.60737,17.72354,17.47863,17.39611,17.39302,0,STAR
842478,0.6284131,4.980519,8.091698,0.292109,0.6242324,205.853213936883,43.217044097811,22.07689,21.6803,20.54381,19.55757,18.78246,0,GALAXY
655526,0.6106579,5.576108,8.805793,0.04175547,0.4148703,251.627232843694,44.5709474857449,25.54792,22.92598,20.96879,19.71696,19.15246,0,GALAXY
1397639,1.689602,9.944926,10.53887,6.534497,8.215532,187.140136644582,31.7548123266682,20.34273,20.22248,20.24984,19.96574,19.98784,0,QSO
99126,-0.0006065817,95.73605,94.98151,47.56971,71.14242,333.080001194243,-8.26259338478769,18.83924,17.85555,17.58903,17.49192,17.48452,0,STAR
786205,0.1303591,38.41369,50.15902,2.820445,9.610291,217.165625592293,33.8030455710993,20.52822,18.78474,17.76071,17.32908,17.02918,0,GALAXY
96556,-0.0003439079,54.43983,58.25057,11.3586,25.51915,233.905077879669,50.0015400306653,20.05286,18.8879,18.36445,18.14585,18.03472,0,STAR
302952,-6.65469e-05,9.174284,12.13163,0.1611328,2.184002,188.785777879415,45.6647769608104,23.53441,21.72849,20.48672,20.0941,19.73236,0,STAR
425553,-3.615284e-05,446.4745,623.4052,5.147735,57.8022,46.4219830902744,1.17685645285117,20.54174,18.07132,16.62158,15.88241,15.58566,0,STAR
542211,0.1932156,67.0847,90.69115,3.732491,11.29034,261.47776154284,61.2877033897665,21.25615,18.92638,17.58607,17.06148,16.75008,0,GALAXY
880690,0.05982999,96.34495,104.9234,23.41633,44.37229,173.135777803821,41.6294292626663,18.76392,17.88665,17.44023,17.13572,16.98592,0,GALAXY
70410,0.0001090338,190.6447,218.1781,17.28591,69.87899,17.0390710047758,-10.6183026750459,19.72358,17.84631,17.09503,16.83315,16.69158,0,STAR
430214,-9.443703e-05,528.3021,647.545,21.96556,131.1655,224.479299355192,40.2417784497347,19.58344,17.17314,16.09472,15.64875,15.39822,0,STAR
482041,1.538422e-05,83.64683,105.4583,1.736326,15.61111,316.75007644095,0.307583777351736,22.11767,19.51458,18.23289,17.71455,17.38135,0,STAR
751210,0.02807825,39.89111,51.0747,8.817155,16.0927,140.12109111448,39.2326845980669,18.74979,17.01032,16.47613,16.10861,15.79873,0,GALAXY
519270,0.1249016,58.77296,86.6106,4.210007,10.57047,146.760769036535,0.0159539082586567,21.10216,18.50836,17.38616,16.75714,16.41651,0,GALAXY
1113595,1.480855,3.251668,3.35814,3.266876,2.803293,132.028135666806,34.766335655592,21.26154,21.0147,20.91043,20.75613,20.73812,0,QSO
1180401,2.016553,3.263152,4.130671,2.061938,1.919598,240.428740234265,40.0319405838504,21.25029,21.1115,21.04949,20.75219,20.53018,0,QSO
537969,0.2136439,84.36178,106.3694,4.841813,16.39301,226.630639035184,58.9471544064756,20.73779,18.80844,17.56641,17.09781,16.77272,0,GALAXY
1023636,0.1171247,107.5437,137.9362,13.98092,24.32806,19.1875393133403,15.425291650268,20.27452,18.54357,17.57071,17.01468,16.6891,0,QSO
1070518,1.920647,4.20351,4.403344,4.245557,3.612981,142.577839954229,52.649463630486,21.10693,21.04494,21.29566,21.00707,21.15123,0,QSO
1131616,0.223987,59.43954,63.31618,25.88511,25.38413,162.127596656563,6.69435022556928,18.6761,18.50895,18.00098,17.58681,17.43874,0,QSO
117861,-0.0003954422,8.325081,8.566078,1.214274,4.280883,142.166541108894,52.3128927478277,22.63258,21.05847,20.28947,20.03258,20.67115,0,STAR
25306,-0.0004575933,341.2606,341.0081,83.07547,204.8108,259.078235208429,60.3635076489323,17.93745,16.73275,16.31333,16.16962,16.12002,0,STAR
482642,-0.0001534977,3.395221,3.29791,1.113351,2.422744,218.019393669583,33.0767769173223,22.63884,21.48618,21.25189,21.32811,20.94707,0,STAR
412789,2.343144e-05,265.6877,333.0972,8.658769,57.86712,229.278982503166,7.90258920552789,20.63647,17.99664,16.84878,16.38131,16.1066,0,STAR
338964,-5.461608e-05,175.2019,202.1194,10.08862,53.00029,5.55834744779668,-0.829628598099819,20.1686,18.04037,17.18655,16.83665,16.67951,0,STAR
832008,0.02938787,622.2863,815.9922,46.86138,180.9478,262.67638119226,56.63938575909,16.73163,14.88012,14.05188,13.63671,13.33907,0,GALAXY
1462560,0.5384014,18.48445,20.91505,12.514,13.69787,141.951160722285,3.42892033045985,20.0251,19.58356,19.64057,19.27201,19.183,0,QSO
265988,3.739825e-05,324.2486,380.6446,7.760139,74.8491,169.773998076575,9.0511750660216,20.20505,17.77713,16.62287,16.20551,15.99251,0,STAR
501220,0.1203784,124.1453,153.0529,9.562555,40.08638,218.92905384537,0.94811376884165,19.86062,18.17118,17.42699,17.07296,16.8293,0,GALAXY
737270,0.07627212,89.20402,112.0607,8.64621,27.51053,188.593386757507,45.6392398149116,19.12854,17.56784,16.78802,16.39595,16.11545,0,GALAXY
554788,0.0186123,76.14662,89.14453,22.20608,36.38139,260.671314434623,60.0106911212124,16.59295,15.43402,15.01108,14.79234,14.65681,0,GALAXY
20870,-0.0005441715,2.151606,6.390679,-0.02182554,0.1764667,13.1822271975884,14.6215071425607,24.67959,24.06696,22.82904,21.03562,20.05656,0,STAR
931143,0.5039961,6.613358,10.14154,0.1910783,0.7212565,181.981545880962,24.4219997536432,23.84792,21.99638,20.39033,19.60578,19.11778,0,GALAXY
1070624,0.7916268,7.216557,8.504453,7.41339,8.418185,189.24351880294,61.1769393683324,21.30515,20.87809,20.85976,20.71495,20.30781,0,QSO
909014,0.5642706,5.31953,8.792447,-0.1419189,0.264986,193.624563257557,8.55834095732336,26.41673,22.12956,20.94031,19.85513,19.39404,0,GALAXY
1211658,1.839946,4.764205,8.106003,0.4650267,1.317767,151.93269704125,54.4758188192667,24.06268,22.20827,21.58659,20.67788,20.26596,0,QSO
1314811,1.625237,5.079937,5.855381,2.265924,2.977452,19.6801051303829,0.173567535462811,21.79062,21.4751,21.41806,21.18309,20.77813,0,QSO
298246,0.0005964217,3.762278,3.523128,1.66475,2.958677,190.703095741891,10.5567956230551,23.21591,21.3428,21.15091,21.26594,20.80536,0,STAR
1193409,0.3607721,29.82416,42.33551,23.70248,24.94932,158.700246678652,54.1457467063173,19.83993,19.6012,19.36481,19.24885,18.90058,0,QSO
1024760,1.183259,13.51103,10.9988,6.94139,9.24223,144.185637027311,57.4986635480947,19.82011,19.68351,19.44072,19.50403,19.52961,0,QSO
277991,-0.0002195095,11.70092,9.592942,6.538209,9.66667,191.598171769667,49.9408218665164,20.81659,19.89968,19.68139,19.65317,19.61135,0,STAR
1273335,1.522746,16.40747,16.58508,10.62383,12.29504,233.119354562734,39.5426691804887,20.18282,19.93252,19.89438,19.7002,19.81915,0,QSO
1093829,1.763863,10.64342,10.96395,5.569673,6.773856,237.352081719284,3.00571053574559,20.72473,20.29119,20.09029,19.84165,19.68194,0,QSO
1474423,1.501047,11.6425,11.32465,8.551922,8.832349,0.0586958745318498,34.2759994719401,21.31337,21.09231,20.89401,20.59624,20.84951,0,QSO
430410,1.815616e-05,219.412,338.2087,2.684815,22.91559,1.72529164240111,-0.702397028030044,21.72765,19.06185,17.58747,16.66079,16.16715,0,STAR
1137508,0.6562223,5.36043,6.241368,2.691874,3.379376,192.536590798109,48.7767432221529,21.70659,21.46666,21.18955,20.854,20.81195,0,QSO
202733,-0.001002508,4.609235,4.450841,-0.04071566,2.057382,139.415535846807,47.4718103349181,23.71687,21.84443,21.23207,21.30375,21.06423,0,STAR
283738,-0.0001637401,109.5353,119.4803,13.626,46.73668,244.905123052461,38.5020827292057,19.7876,18.24055,17.61766,17.40901,17.31451,0,STAR
1356899,2.150595,8.953051,10.78997,10.13835,8.350366,190.429589268312,36.8144946902069,21.04416,20.85677,20.88785,20.65909,20.3903,0,QSO
132951,-0.0003462682,13.69448,13.96007,4.66358,8.288048,10.7625059852464,14.3376527889066,21.11411,20.15471,19.79886,19.65671,19.65705,0,STAR
166697,0.0001089716,10.23673,10.43212,3.364436,5.873771,129.903411109238,36.7990200868881,21.63433,20.59482,19.87341,19.9958,19.8929,0,STAR
943152,0.4941457,8.517511,12.90071,0.02929402,0.7114442,191.771697409344,57.9322009012735,23.29988,22.13822,20.67154,19.78661,19.46624,0,GALAXY
27929,0.0001426768,229.8783,251.7856,77.49901,170.4837,95.2281794506297,0.891174873178981,18.6706,16.99171,16.56165,16.38384,16.19722,0,STAR
911363,0.6880569,8.094397,13.68896,0.1178505,0.5760522,157.750011207457,27.2734628105418,23.71463,22.34874,20.69929,19.5485,18.97332,0,GALAXY
7165,-0.0001131192,84.18126,85.9488,37.3572,57.96168,180.236904361831,-0.526220105719658,18.92907,17.99992,17.77008,17.70101,17.68004,0,STAR
412469,0.0003650112,7.612634,7.811424,2.469115,5.649077,193.550467406683,14.9879666800188,21.71534,20.5373,20.34724,20.23277,20.10698,0,STAR
457775,6.468444e-05,27.17045,39.75912,0.2559951,2.951068,11.3593066147655,0.0523920686701179,24.87616,21.14594,19.66442,18.86319,18.41029,0,STAR
1323903,1.523059,5.604828,5.624906,3.966229,4.438146,180.67061980975,39.7193586264593,21.70289,21.38826,21.36302,21.07063,21.0719,0,QSO
812879,0.7406045,3.109465,4.666919,0.2120069,0.4289261,256.717027332064,24.3745866519292,24.94531,21.94812,21.39468,20.14925,20.38089,0,GALAXY
909259,0.9365903,3.244529,5.432561,0.2229237,0.6618053,137.283442971852,16.8912307267868,24.54556,22.61262,21.80109,20.88916,20.53459,0,GALAXY
801101,0.2806098,23.55384,35.30619,0.8680707,3.006646,339.515750101475,-0.786476677335052,21.47155,19.78591,18.33683,17.74249,17.33045,0,GALAXY
1319225,2.527027,5.178926,6.782737,1.986246,3.408159,244.857358155955,6.7423824387362,21.58617,20.53687,20.37724,20.32001,20.07014,0,QSO
936868,0.1146584,38.40559,47.69767,6.291029,14.48936,235.813736667341,33.5646242199388,19.16024,17.8957,17.29525,16.93844,16.71999,0,GALAXY
585674,0.2155458,5.546867,6.602881,0.6142716,1.729658,28.747634373299,-8.60757881455275,23.10686,21.78331,20.91711,20.40533,19.78649,0,GALAXY
1350905,3.985079,37.2702,38.01294,0.755616,7.374828,120.209496049555,19.3496966254278,23.77576,20.30919,18.95272,18.75377,18.77776,0,QSO
777781,0.511951,5.96168,10.55654,-0.1068343,0.3154852,255.263016848564,24.6122985717296,26.23382,22.51347,20.46062,19.54405,19.15213,0,GALAXY
1195132,2.153558,4.675567,6.41804,4.812557,4.057774,179.244604415344,59.3927922601698,21.00376,20.4944,20.44168,20.17525,19.98059,0,QSO
1309000,2.010673,7.578572,10.06134,6.709304,5.129692,330.291151854521,-0.607842010050621,20.18529,20.0468,19.88005,19.78283,19.46988,0,QSO
936266,0.4368477,27.41267,38.97077,0.4240597,2.748085,178.660962548145,26.2364786182028,23.28756,20.62029,18.88325,18.16551,17.75722,0,GALAXY
463472,-0.0001370019,24.50833,33.3056,1.542835,4.737936,245.004292815518,34.3254318023201,23.37738,20.71091,19.48639,18.82663,18.48858,0,STAR
264373,-0.000154643,21.52255,32.88416,0.0669786,2.379948,144.859942178805,35.7402644901904,23.45283,21.40327,19.85399,19.14359,18.7066,0,STAR
761413,0.7854613,3.783451,7.430612,0.1395256,0.2796039,161.750375549475,49.4100825689492,26.04003,23.52973,21.97838,20.74272,19.91451,0,GALAXY
1473465,0.3066475,12.72565,19.66271,1.218047,1.960027,184.407117255915,29.688545770992,25.11834,21.49263,20.11461,19.58135,19.07609,0,QSO
1391930,0.8658728,28.52123,29.87956,19.87356,25.91581,194.079927679438,36.6693118643107,19.88548,19.28531,19.08077,19.13365,18.98641,0,QSO
1292225,0.7005307,7.245555,8.281002,3.891739,5.665699,219.88593452109,40.6074216661241,21.25727,20.75613,20.76275,20.45549,20.67049,0,QSO
425995,0.0001955029,277.0806,298.1516,44.61551,137.9321,121.105834221517,5.64229537823276,18.5713,17.12506,16.58751,16.3852,16.28671,0,STAR
1059250,2.003155,3.347031,4.198072,4.78549,3.199147,25.6238781728545,14.7533882924656,21.37185,21.12652,20.94699,21.08986,20.53292,0,QSO
375055,-0.000233415,339.7188,381.9286,12.5743,93.84277,221.825600051637,40.9819692323032,19.93879,17.50166,16.47123,16.10658,15.91628,0,STAR
1160058,1.629839,33.90073,33.39923,23.71859,28.25607,143.009952563138,45.527978608578,19.06466,18.89363,18.88669,18.72528,18.72479,0,QSO
774598,0.4229519,23.16276,34.67538,0.1660825,1.987769,231.583425028134,44.231363796853,23.61909,20.34134,18.6669,17.9575,17.49575,0,GALAXY
212013,-0.0001796228,114.9805,117.3425,35.33406,69.65343,226.258420444429,53.6550124584065,18.85493,17.87993,17.49366,17.32826,17.25405,0,STAR
802697,0.3612514,15.61012,22.67788,0.1462093,1.598012,51.5667100239595,-0.293410630598973,22.85956,20.96026,19.33642,18.72088,18.30776,0,GALAXY
940996,0.2701895,38.55688,56.73074,0.9261523,4.666358,220.024208843656,14.6071883135631,22.17856,19.77806,18.24306,17.6831,17.26934,0,GALAXY
365173,-0.0003071984,6.876002,12.26658,-0.02239001,0.3944364,338.239287928933,0.413309395512982,23.69832,22.96574,21.54309,20.22826,19.41864,0,STAR
865379,0.6954033,6.230321,11.07866,-0.01565297,0.3109683,342.169804258504,19.5586050570111,26.07534,22.77057,21.03425,19.66991,18.9895,0,GALAXY
483924,-0.0001835379,9.034765,11.9349,0.2533768,1.080737,189.393377447943,29.9577862293931,24.92918,21.90577,20.58802,20.05965,20.20174,0,STAR
99880,-0.0001778896,2658.955,2966.19,490.3533,1191.482,216.819139649673,57.2345238084255,16.11732,14.74735,14.18191,13.90424,13.78384,0,STAR
412542,0.0002262343,707.3403,712.5695,529.1414,797.0994,93.7484746173928,0.0605337101426949,16.62088,15.23585,15.14418,15.15584,15.13535,0,STAR
1487297,2.024571,9.779149,15.88838,4.244927,3.080075,357.84489091204,32.4585665078822,21.80078,21.45394,20.82687,20.23068,19.71168,0,QSO
848859,0.03205723,77.59473,85.91589,32.65711,48.30614,206.735192364638,29.6580586999582,18.15441,17.12203,16.76278,16.58039,16.43792,0,GALAXY
452012,-0.001032076,94.86633,91.65405,81.1568,104.9717,241.100017114346,37.6410467616295,18.74268,17.5695,17.60259,17.66913,17.73403,0,STAR
1015849,2.16105,4.344082,7.344561,2.72648,3.510623,184.582523795809,-0.131442639083869,21.28271,20.82263,20.642,20.50713,20.35844,0,QSO
981138,0.1982437,75.90125,101.9401,3.594283,13.38281,201.92770894362,43.828274128804,20.51024,18.5704,17.29633,16.80628,16.44313,0,GALAXY
1164928,1.763273,4.988349,5.076385,2.639766,3.436059,231.453294989386,48.9110784367866,20.74257,20.81581,20.78191,20.56677,20.24708,0,QSO
1316894,1.207625,2.533416,3.060606,1.286263,0.8762246,121.528054358169,52.7367252408164,22.01643,22.02475,21.59102,21.30136,20.88312,0,QSO
1266926,1.15983,3.616271,4.684452,2.28583,2.383545,172.697033879455,41.0550703526283,21.51867,21.34574,21.14186,21.16484,20.66491,0,QSO
1269114,0.5657065,8.817767,13.15161,0.2061166,0.8899449,216.752176853439,53.8092657757099,22.56113,21.77564,20.31946,19.36117,18.82115,0,QSO
796759,0.6272165,7.333566,11.99472,-0.001043017,0.5054217,125.231223930803,54.3069221975946,26.78291,22.68768,21.08927,19.87414,19.46855,0,GALAXY
1000749,2.456523,3.508643,4.259613,1.69539,2.878769,217.843623154623,-0.0947529581660678,21.60233,20.89362,20.89362,20.94994,20.64313,0,QSO
254958,-0.0001883804,706.889,713.0917,261.5459,466.8465,228.972893170391,37.6565590709758,16.77539,15.83247,15.57211,15.46867,15.45195,0,STAR
1134014,1.206132,2.958627,2.553088,2.074919,2.291569,187.259723433004,53.0227652227254,21.08903,21.0792,20.81327,20.92808,21.11644,0,QSO
730744,0.647872,6.736159,11.15468,0.210999,0.5761394,177.760275181592,13.2819062580809,26.3936,21.68925,20.32708,19.27148,18.80231,0,GALAXY
1051057,1.554358,56.68917,54.17721,47.72909,46.96992,130.104666262738,2.24593872665614,19.29078,19.0659,18.83607,18.62031,18.63181,0,QSO
1132433,2.112611,6.263763,8.81443,6.376834,5.202237,147.01674265264,42.927335180917,20.64274,20.53666,20.70375,20.4831,20.26939,0,QSO
477228,-0.00017592,718.0214,813.7916,24.05647,200.2905,129.9314948013,19.0644991779314,19.20918,16.74315,15.72984,15.38058,15.44779,0,STAR
1112538,2.832024,9.331221,9.373486,4.197841,7.228553,239.088622373551,55.4260038407075,21.59941,20.57704,20.3675,20.27649,20.07399,0,QSO
653587,0.8929127,1.669853,3.39047,-0.06452201,0.1240438,250.762643884828,39.3849311060853,22.31257,24.91094,21.78925,20.73334,19.7123,0,GALAXY
1274822,1.709821,8.182995,9.12438,5.812029,6.816049,177.792658584432,43.441782686838,20.70815,20.45034,20.45761,20.31672,20.13288,0,QSO
591745,0.09476026,39.02782,50.97832,2.340078,9.089906,323.436192347722,-8.50897214998175,18.81046,17.47325,16.81386,16.43353,16.18915,0,GALAXY
1046804,2.060631,21.70349,25.57155,17.95348,16.18758,140.236446678758,56.3471153185001,19.76713,19.5644,19.30247,19.23074,18.95267,0,QSO
1009742,3.061089,1.244581,0.5006411,0.2339627,1.087508,171.995521869626,-2.18751303376917,26.33961,22.03891,22.0681,21.64398,21.0842,0,QSO
362899,0.0001454976,230.183,324.9335,9.334888,46.17764,67.5726678804813,24.7015776261837,20.07351,17.9181,16.69725,16.12337,15.73842,0,STAR
109080,0.000149589,3.526132,4.975502,0.2244085,1.201088,117.461888212133,36.2110302772619,24.58034,22.01611,21.39596,21.0198,21.07873,0,STAR
1114779,0.7029708,9.153583,12.69137,2.8641,4.446047,118.432203862309,33.3264361980507,21.12144,20.60579,20.36299,19.99517,19.72516,0,QSO
760840,0.5869895,6.8604,12.20599,0.05462163,0.4761236,221.353554555462,6.85113979195868,23.73589,23.09912,21.11294,20.0712,19.58963,0,GALAXY
56040,-0.0001372643,67.69981,51.56174,112.3596,120.8611,199.516570348657,2.57509960898738,17.3501,17.24651,17.59175,17.88359,18.17149,0,STAR
444976,6.326006e-05,26.59007,34.404,1.25032,5.232705,51.2148658504807,-0.437762545804546,23.26457,20.83675,19.55672,19.03959,18.69697,0,STAR
1413860,1.146841,3.875731,3.819819,3.409897,3.469631,339.733575766579,23.136545866868,21.56817,21.33285,21.08726,21.11263,20.94364,0,QSO
