,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
379142,-0.0004638621,191.9653,194.371,51.25972,111.8304,272.116327863865,79.2620230688149,18.48964,17.32908,16.78446,16.57066,16.48483,0,STAR
561184,0.08427124,29.86641,36.89683,4.192394,10.49174,186.617517302014,2.85208342857306,19.42293,17.99685,17.37242,17.04048,16.81672,0,GALAXY
1145169,2.795083,6.854914,7.566674,3.226197,6.146148,172.815105035377,50.0372450483989,21.51169,20.0984,19.99962,20.03292,19.9596,0,QSO
179931,8.542934e-05,433.8963,455.7919,96.40701,235.6855,151.713004633016,45.8997096895338,17.8818,16.57648,16.10187,15.93761,15.87149,0,STAR
1278682,2.001261,11.34299,12.77933,13.73486,9.121655,195.248247787433,44.8652066217848,20.03869,20.05729,20.04093,19.94575,19.60419,0,QSO
1167831,0.8246288,7.648817,11.75004,4.846286,7.664331,141.268684137411,8.55086845067358,20.80376,20.33623,20.177,20.37896,19.91416,0,QSO
261280,-0.0003644087,4.139948,4.065435,1.498992,3.325219,118.438476683441,26.8575115409752,22.37999,21.41799,21.11107,21.17323,21.47761,0,STAR
399129,-7.532587e-05,181.8963,214.3211,4.133479,44.63549,202.477595948009,55.2126125924273,20.77127,18.33564,17.28228,16.86444,16.63266,0,STAR
1184321,0.6522961,6.063918,9.005446,1.180018,1.871702,214.485845228107,44.6494823491447,22.78794,21.97099,21.45011,20.61097,20.24316,0,QSO
628419,0.4485299,8.368971,12.04892,-0.0521276,0.8080447,165.07737393002,7.14309416631836,24.77217,22.4793,20.71199,19.80317,19.37532,0,GALAXY
1207862,1.772121,4.457443,5.136453,2.229347,2.743251,212.064167341802,52.4961766405237,20.94502,20.69957,20.46029,20.03405,19.82193,0,QSO
1020226,0.4843381,15.92113,19.70876,14.56763,13.43929,200.721093200184,64.9986195318107,21.54831,20.89663,20.1305,19.4692,19.26689,0,QSO
465249,-0.0003447246,63.45123,67.61365,7.092401,28.02752,341.674071041394,0.415509599315322,20.38983,18.88411,18.23822,17.98958,17.85316,0,STAR
1327120,1.314003,61.55012,66.96568,42.33326,43.58807,180.425404038413,39.0558092604003,18.79436,18.22467,18.00955,17.88853,17.82772,0,QSO
663525,0.6044667,4.676003,7.18729,-0.1395424,0.2876806,127.040658415886,34.1458117634524,24.94307,24.08463,21.70228,20.59784,19.86164,0,GALAXY
756309,0.1310538,29.73363,37.76431,2.779848,8.802529,207.657159143205,39.1753915854131,19.82628,18.53798,17.75362,17.351,17.11289,0,GALAXY
110390,-9.308977e-05,500.6271,985.2134,7.34178,35.7808,134.303364827624,42.1539622275471,20.87126,18.46275,17.10155,15.65635,14.88752,0,STAR
1234680,0.2088934,35.87344,31.61815,17.21899,18.85034,200.132363914252,56.616846453038,19.66007,19.48143,19.10424,18.58339,18.65238,0,QSO
1126743,0.1947516,57.65874,62.8093,6.908996,12.8798,146.41379367343,51.9276714980789,19.80144,17.94522,16.83863,16.4191,16.08714,0,QSO
878779,0.03235523,85.44238,101.1764,20.49949,37.03154,244.683310692876,42.4017008077391,17.83934,16.62001,16.20662,15.96429,15.76864,0,GALAXY
735803,0.5402516,9.072938,14.52979,0.420684,0.9554479,172.558857978114,6.96748662976115,24.49532,21.83125,20.41824,19.35775,18.91084,0,GALAXY
1439871,1.440109,3.80325,3.503691,3.802756,2.42173,227.062407832596,37.159069627943,21.1726,21.05174,20.74516,20.6433,20.61457,0,QSO
485462,0.0001578647,219.3972,359.9297,1.591305,18.42924,162.310638809701,38.1186760522798,21.61865,19.24053,17.71755,16.63407,16.05364,0,STAR
680069,0.2872475,33.58892,44.52817,1.861395,4.947364,183.305435698446,51.7350631858062,23.39629,19.38922,17.99581,17.42673,17.10103,0,GALAXY
561970,0.1107279,50.83501,62.70922,10.94182,22.3266,185.592968051679,2.34460509276234,19.13787,17.65206,16.86739,16.43698,15.963,0,GALAXY
134745,-0.0004293896,85.50359,109.212,1.651127,14.49632,2.23753780816082,-0.002793070619888,22.99922,19.6171,18.32841,17.77277,17.47842,0,STAR
41929,7.497204e-06,340.0575,353.814,56.54409,180.0985,170.078561042706,66.1155837456936,18.50074,16.87726,16.31231,16.09809,16.04375,0,STAR
413965,-0.0001566612,91.58173,143.6705,1.616134,9.634531,193.200962135928,43.0419067358432,22.47211,19.97153,18.63578,18.90178,17.02579,0,STAR
939142,0.5991473,2.883196,4.568816,0.02956803,0.1953163,55.8127074780616,-0.170664029127401,26.62932,22.8402,20.82872,19.81182,19.55653,0,GALAXY
807827,0.5501347,6.5699,10.89626,-0.1959299,0.3709924,113.762986406709,45.1723396010325,24.99973,23.19249,21.46693,20.38586,19.74758,0,GALAXY
1300992,2.295459,3.161191,3.742347,1.333437,2.425154,349.300341163317,-0.811735625935922,21.99705,21.38466,21.5214,21.36175,20.82905,0,QSO
175418,-5.209737e-06,443.5122,464.3898,59.34779,217.4509,244.705381059274,-1.03092368303739,17.9359,16.54963,16.00732,15.80596,15.71152,0,STAR
26389,0.0004864626,191.5358,197.0511,71.3111,129.8479,198.363263022358,-0.559207004745366,18.15904,17.22439,16.85924,16.72534,16.68508,0,STAR
475961,-0.0009234166,5.526535,5.725664,0.3424169,2.867657,250.418034885635,52.4219309914549,22.83847,21.36096,20.91319,20.76142,20.6184,0,STAR
837593,0.5630577,6.367194,10.4793,-0.07614555,0.392971,228.621937916101,39.1781293400576,24.22066,22.43882,20.56777,19.59445,19.15067,0,GALAXY
993764,0.209903,42.13628,59.15881,2.226939,7.55367,22.1269034982204,34.5544230094107,21.71602,18.97213,17.63155,17.1232,16.79656,0,GALAXY
744838,0.5381142,7.377124,11.97958,-0.0631016,0.4825954,237.28185265084,5.96637437923643,23.78435,22.39301,20.76684,19.73597,19.2177,0,GALAXY
229544,4.884696e-05,346.0746,408.9699,19.02117,110.7599,129.909629017485,5.2112673935127,19.4595,17.31726,16.42336,16.10742,15.9426,0,STAR
118459,-0.0005944356,49.37053,53.49902,11.20376,27.41966,229.79684744785,-1.64070611108462,20.02816,18.78281,18.43052,18.30497,18.27567,0,STAR
279838,-0.0007889227,4.968714,5.1019,0.6282007,2.63189,253.150060675409,29.3992637554383,22.62856,21.62848,21.21533,21.39468,20.96938,0,STAR
597830,0.5994779,6.097889,9.599939,-0.01230318,0.3799429,146.253185427539,48.9063778437316,24.31516,23.62689,21.06243,19.96145,19.28629,0,GALAXY
549882,0.05900631,36.13392,43.75712,5.389075,13.5488,156.613713448259,3.38620326920439,19.23705,17.85704,17.25102,16.87544,16.65165,0,GALAXY
380336,0.0003266208,157.7386,172.6664,22.41785,71.30586,136.37594363025,38.9153711741085,19.29228,17.78324,17.19272,16.9716,16.85035,0,STAR
556240,0.4237503,11.92561,15.16068,0.6583732,2.074682,54.3216837659064,-5.9304025420258,21.02695,20.40159,19.46715,19.15684,18.84409,0,GALAXY
1098607,3.329781,14.79762,15.7256,0.0506875,7.121602,225.527236505207,55.3629272202998,23.49845,20.24333,19.8298,19.80024,19.77587,0,QSO
309235,0.0002045104,451.2792,604.7731,9.389709,66.63626,48.4282103097541,0.444762036117977,20.45167,17.95411,16.49868,15.80873,15.40291,0,STAR
272721,0.0001950918,64.74715,64.06132,45.19884,69.99526,121.845921448352,29.1858023972817,18.94094,17.77688,17.75649,17.83659,17.90188,0,STAR
933351,0.1592935,60.31465,80.28133,4.38455,13.4535,221.395420167947,11.7011827199261,20.85558,18.79654,17.70062,17.24256,16.86495,0,GALAXY
775463,0.6910474,7.276199,12.2978,0.3727235,0.7273112,176.763044296446,8.26033299857021,22.43975,22.44394,21.45781,19.96899,19.58826,0,GALAXY
738308,0.5597832,8.161856,12.50092,-0.03021162,0.7537155,174.318829725982,6.87661971247865,23.74812,22.03221,20.6088,19.48209,18.87628,0,GALAXY
1448964,2.096675,2.001277,3.544568,1.073969,1.079512,350.27866442126,7.11161646815674,22.09831,22.05121,21.74829,21.46011,21.60847,0,QSO
936345,0.6404732,5.111965,7.822496,-0.07890213,0.2878429,226.142925844408,32.0549094359984,25.47783,22.65612,20.94129,19.92232,19.17269,0,GALAXY
1165632,2.639191,5.140716,6.188848,2.467294,3.928248,200.318765729465,54.6379236690456,22.90022,21.59212,21.45011,21.8508,20.81177,0,QSO
1154745,2.097866,7.02025,8.29169,4.969227,5.65842,208.331562100531,47.8521786806108,20.91077,20.61735,20.57627,20.53715,20.5137,0,QSO
168178,-0.0006101762,282.3242,267.9457,290.6293,342.0181,147.845070646165,50.61878929356,17.39781,16.10943,16.23036,16.33055,16.43088,0,STAR
1456079,2.027707,25.22871,27.69411,20.09567,22.30742,172.748255637579,32.7207141438559,19.48719,19.25256,19.12033,18.98908,18.83931,0,QSO
1380415,2.504905,8.440695,11.46111,3.337595,5.261808,193.297608691456,10.6845833909885,22.06485,20.7086,20.44387,20.18262,19.80748,0,QSO
1432347,1.630923,2.285252,2.72506,0.9141966,1.266478,356.088811088956,32.636373771894,21.66495,21.60236,21.48057,21.22738,21.39287,0,QSO
972710,0.5290064,8.647571,13.50704,0.06561862,0.6481062,197.450589241745,23.6994263831064,25.85209,22.34076,20.91437,19.78122,19.30199,0,GALAXY
527976,0.5720812,9.406066,16.58209,0.003186036,0.5291113,145.497319973903,-1.05977214223109,25.44626,22.21758,20.6233,19.49899,19.0428,0,GALAXY
1062669,1.602427,2.433683,2.303889,1.869825,1.868453,224.172152690742,56.1751534050998,22.06477,21.89682,22.13308,21.57233,21.62561,0,QSO
683523,0.26636,5.974601,7.934342,2.133333,3.299829,129.336187816209,45.0135290950636,21.56746,21.37074,21.10951,21.33694,21.14159,0,GALAXY
149186,-1.80236e-05,95.95897,105.6685,7.934923,33.7509,11.7648246336122,-0.605144428311023,20.71656,18.63167,17.79592,17.46804,17.32348,0,STAR
934467,0.1604824,79.47896,106.5683,4.665078,15.50979,229.917538879868,16.3474898977546,20.85344,18.6539,17.44175,16.94776,16.58245,0,GALAXY
1034872,2.403877,2.960148,4.046186,1.225702,1.863855,149.771751970209,2.96417372726884,22.77332,21.86128,21.62103,21.35867,20.78073,0,QSO
1350667,1.098292,23.01434,22.47435,12.86761,15.36469,241.922311679592,43.5345930097334,19.61983,19.50625,19.19738,19.12014,19.1948,0,QSO
1286185,1.083122,5.326788,6.036209,2.761086,3.590973,207.520701028542,42.0894793366673,20.62603,20.25277,19.99779,19.98593,20.1505,0,QSO
1087649,1.333884,20.05505,20.42844,14.9002,16.16824,10.5844914765312,-0.996891311474828,19.47027,19.43307,19.17279,19.08085,19.09747,0,QSO
421370,-0.0009845139,492.2275,472.1908,439.558,550.0343,240.356115277974,6.09030873378052,16.86026,15.56577,15.6669,15.76571,15.81438,0,STAR
1203796,2.156054,2.512871,3.504708,1.794849,1.817251,235.351263699048,46.3997908514675,22.2909,22.16471,22.02001,22.02802,21.33876,0,QSO
773347,0.09037431,140.0415,175.1632,18.87941,45.59585,218.137359009254,12.149309090427,18.62564,17.26798,16.56188,16.15268,15.87204,0,GALAXY
195923,-2.799524e-05,21.21614,22.40511,7.920852,14.28649,126.908124903224,35.7157738732519,20.43279,19.46432,19.21021,19.06337,18.99641,0,STAR
196772,-0.0005264267,142.7998,148.3674,49.58398,95.68893,183.133530229014,68.056243426375,18.37263,17.48907,17.21614,17.12326,17.09729,0,STAR
1048331,1.640447,2.329016,1.969758,1.614582,1.895975,248.966347667243,46.1102007174568,21.18871,21.21724,21.02841,20.9118,20.90628,0,QSO
1244128,1.736978,1.755236,1.721114,0.7706397,1.155291,175.975948357516,47.7829320453976,21.52365,21.36045,21.3971,21.07039,21.00919,0,QSO
1428227,1.46189,17.47188,17.64939,12.72769,11.53142,226.182681977544,40.1485643969916,19.6833,19.54905,19.33918,19.15222,19.17945,0,QSO
1019476,1.947072,7.95121,9.920276,5.806696,5.076655,114.970783128012,35.6846954240877,21.07779,20.86683,20.71273,20.4244,20.25272,0,QSO
1273254,2.035547,3.276865,4.665768,3.624306,1.818343,236.203346355632,40.4215406468169,20.63228,20.60858,20.32965,20.22421,20.01917,0,QSO
1093210,2.104643,23.88827,28.65573,15.90178,13.01194,133.6114210264,3.23715873629202,20.24655,19.63795,19.27381,19.04873,18.72746,0,QSO
1110927,2.357822,5.480418,5.071249,4.558873,6.256464,119.095073931577,27.397825463588,21.83921,20.81177,20.76398,20.83301,20.47688,0,QSO
1104334,2.489571,6.77317,8.185249,3.782657,6.219699,132.034727034953,40.3306743698086,21.30285,20.55476,20.38445,20.38034,20.02665,0,QSO
1094805,3.171447,4.709981,4.670693,1.185225,2.64099,150.180972479382,4.17804089642689,23.73528,21.49339,21.09231,20.7476,20.60828,0,QSO
1278377,1.951592,10.73715,12.57154,10.6867,7.520869,222.730823231932,33.2754804342702,20.00569,20.04968,20.16003,19.85514,19.81425,0,QSO
1257962,1.382934,23.85145,22.26883,23.81446,21.28405,183.802374856498,45.6634722106258,19.35756,19.31973,19.15065,19.13221,19.41423,0,QSO
371314,0.0003073777,266.7741,266.7953,114.5135,185.2299,184.542750103159,14.6110268128078,17.78107,16.8097,16.52284,16.40974,16.3603,0,STAR
774983,0.1440337,44.69803,55.53056,3.543285,12.04651,235.797269739583,42.4195631185284,20.02603,18.57188,17.80537,17.38303,17.05417,0,GALAXY
293154,1.763912e-05,6.48975,6.335262,2.747024,5.020257,184.060849790475,54.2834070730992,21.58002,20.82484,20.65244,20.47339,20.30971,0,STAR
400174,-0.0005398857,5.971276,5.479752,3.236843,5.79429,171.551054592688,44.5871025443748,21.63659,20.62304,20.58343,20.45373,20.63063,0,STAR
974203,0.1056362,21.14021,24.13059,3.119692,8.952636,321.055832203237,-0.316502665774187,20.90231,19.34812,18.75936,18.41889,18.13811,0,GALAXY
594138,0.5379188,8.950306,13.56946,0.3653292,1.057652,219.50634545093,6.38460505833005,22.01757,21.76385,20.46084,19.6785,19.14041,0,GALAXY
33854,-0.0001161995,39.08921,60.11933,0.8420187,4.714263,163.831405121475,62.440846894795,23.20576,20.92678,19.41765,18.43987,17.85101,0,STAR
1341704,2.410953,7.313877,10.16311,4.712631,5.949871,206.636862481696,37.0096275454857,21.13973,20.49142,20.396,20.3467,20.13806,0,QSO
1106101,2.370095,1.781269,2.310922,1.090058,2.243342,152.618865830698,45.6358536255681,22.7684,21.69302,21.63552,21.81485,22.34783,0,QSO
132470,5.708149e-05,353.5566,395.4537,15.42499,107.7569,326.022812487652,-0.963938412349793,19.78643,17.40516,16.40217,16.05457,15.841,0,STAR
591809,0.4626105,9.838534,14.67621,0.2049351,1.004136,170.177977603018,5.83934599676389,23.19118,21.56597,20.06164,19.17568,18.61469,0,GALAXY
205532,4.133068e-05,6.21494,5.8909,3.379283,5.29236,143.171506971577,43.0558569562141,21.28285,20.74504,20.70507,20.59537,21.21774,0,STAR
1254521,0.6780422,23.11826,24.85015,14.73805,20.00091,194.8766468893,8.20433266256017,19.72722,19.26301,19.24077,19.27429,19.12105,0,QSO
55997,0.0001124261,12.78786,24.04908,0.2791469,1.334695,136.241332413127,52.599462563205,24.12935,22.09351,20.87662,19.78093,19.11417,0,STAR
182219,0.0004611817,31.64743,33.02536,6.166413,18.79601,115.167673009453,29.1143911560664,20.22284,19.27324,18.90479,18.77205,18.72791,0,STAR
61404,-0.001429611,61.02905,65.94828,9.673916,25.25441,201.712178076073,67.2539032463751,20.21605,18.97418,18.35504,18.10007,17.93913,0,STAR
1094254,1.181087,6.185276,5.496182,1.761389,3.6694,255.304489458995,38.1756881761952,21.20617,21.36634,20.99707,20.96935,21.22978,0,QSO
714117,0.4035152,31.18073,42.30304,0.6033086,3.176493,199.264025241044,43.5382202179221,24.6567,20.43258,18.64632,17.93065,17.55953,0,GALAXY
1194929,0.6539657,26.34578,25.93856,17.78676,20.49623,141.751404263036,8.67062982114377,19.37807,19.05975,19.06641,18.95803,19.10008,0,QSO
1200073,2.335782,10.82321,13.67722,1.609506,5.55399,157.072877150145,43.3406671950973,21.56349,20.8494,20.37736,20.11511,19.70202,0,QSO
694181,0.5549183,3.713532,6.148431,-0.1940524,0.1740166,132.340442869935,38.0960511622309,22.73407,23.09133,21.71767,20.55384,19.85546,0,GALAXY
960590,0.2945086,22.64529,31.25999,0.4568323,2.83412,226.802867096057,37.579755000724,21.75937,20.34832,18.74389,18.16893,17.8557,0,GALAXY
917897,0.5668487,8.35502,13.44615,0.048859,0.667219,161.526412263991,18.8354450305949,25.56202,22.48195,20.58578,19.54433,19.12148,0,GALAXY
1386590,1.86123,3.268744,3.442107,3.083778,3.297865,170.009803810984,33.6767594959059,21.94763,21.61604,21.67618,21.4151,21.19735,0,QSO
71649,-5.680048e-05,25.33338,20.88015,29.90739,37.52123,143.542881814805,55.5304677774513,19.00646,18.6276,18.87821,19.15211,19.41,0,STAR
1351233,0.1861756,37.09793,29.90819,27.6582,20.53567,136.467746951475,26.7981176920272,19.35321,19.30174,19.0785,18.68738,18.87341,0,QSO
1492083,2.0874,3.211353,4.387487,2.48259,2.085539,246.375681018731,58.5448228388985,22.18052,21.75266,21.82247,21.47764,21.21378,0,QSO
199053,1.300423e-05,15.81279,28.96146,0.04537582,1.165163,248.066115822928,35.7166581331294,23.97965,22.22802,20.49442,19.47634,18.77054,0,STAR
369166,-1.541218e-05,87.71182,103.6541,6.254645,26.91374,12.1526113407255,-0.826179495194634,21.07676,18.88465,17.95037,17.59881,17.37081,0,STAR
53202,0.0001683244,2.07594,2.000108,1.875599,2.410163,141.322676819591,57.3071366968235,22.60244,21.70791,21.76639,21.82888,22.19621,0,STAR
927760,0.08608148,17.91259,21.26151,2.575124,7.510256,232.415312995214,28.9815302049419,19.55841,18.23316,17.80904,17.57246,17.9174,0,GALAXY
611538,0.1207407,20.60371,23.4146,2.811505,8.725795,28.7035239576878,-0.969061529103903,20.05509,18.93791,18.4488,18.14206,17.98817,0,GALAXY
214406,2.702087e-05,9.213665,18.45237,-0.01166244,0.5301318,337.297342704971,-7.91495170419457,23.13821,23.10791,20.9755,19.8915,19.41982,0,STAR
738951,0.2141179,43.08965,60.07518,2.615417,8.02025,146.102800853984,6.25567966549282,21.67591,18.99904,17.69958,17.19588,16.80263,0,GALAXY
754001,0.3099029,15.29763,22.42799,0.6580051,1.952846,212.188245195086,46.9977806763634,25.45893,21.43781,20.11574,19.3952,19.10446,0,GALAXY
543672,0.4088694,12.63156,21.01048,0.186264,1.048574,177.318239840591,67.8186109163879,22.98116,21.06563,19.31388,18.61773,18.06647,0,GALAXY
827131,0.584038,1.597694,2.033132,0.1529877,0.3466457,129.63140545333,28.8720071135388,24.97202,24.41423,22.08561,21.55925,22.29758,0,GALAXY
1082002,2.156272,12.19229,14.04963,12.07453,11.10336,157.727680105168,55.5417142118726,20.03951,19.71275,19.56425,19.43071,19.10836,0,QSO
607578,0.2654278,10.83619,14.8549,0.1794886,1.302833,56.1463897174715,-6.72283842448157,22.44976,21.1806,19.78421,19.24145,18.75147,0,GALAXY
1242760,1.821695,1.21424,1.356138,0.7660704,0.8872924,178.232039317068,44.9706819075683,21.38787,21.41723,21.65882,21.21268,21.17173,0,QSO
1030227,1.376626,2.173257,1.893675,1.409217,1.237705,126.598482298332,44.3322031575889,21.15175,21.12095,20.68816,20.50396,20.48638,0,QSO
705378,0.4335213,7.933366,11.89069,-0.04110484,0.6883079,189.638473197,12.8940712679038,21.83997,21.63564,19.97433,19.15307,18.66636,0,GALAXY
677081,0.5448065,10.61333,16.66632,0.2001637,0.8736777,151.940507670328,46.0722055922548,23.49399,21.46014,19.31643,18.24284,17.80524,0,GALAXY
699380,0.6657735,6.394874,10.6145,0.2607315,0.5359947,208.079084465431,12.6032488658675,21.64848,22.28872,20.99907,19.91068,19.33983,0,GALAXY
133205,2.326483e-05,20.67076,34.83785,0.1697446,2.121037,143.927638782783,53.9710303101132,23.51945,21.32277,19.86436,18.82107,18.27731,0,STAR
1310129,0.9825593,5.028492,6.022666,1.430936,2.604602,113.415933035877,40.3183567807835,20.29705,20.18765,19.91268,20.04106,19.86384,0,QSO
1223289,1.656542,8.693877,9.434731,4.304699,5.651902,197.132757014749,43.3465505020576,21.10755,20.88808,20.82989,20.4772,20.55197,0,QSO
1332122,1.814958,32.24049,33.39969,17.06042,21.80028,220.410310173624,32.2287600203425,19.01142,19.0494,19.0131,18.67414,18.60344,0,QSO
825458,0.5130031,8.651626,13.11684,-0.0790174,0.5918221,148.513947194353,41.6148831685907,23.73407,22.20509,20.60695,19.6425,19.12531,0,GALAXY
1012470,2.064606,12.72612,13.51224,12.98927,11.6303,233.986831717018,53.9359649185294,20.18126,20.02958,19.95901,19.91046,19.84044,0,QSO
63058,-0.0002306095,268.599,283.9203,46.40299,133.8904,200.059471336537,67.3287994395709,18.61164,17.11183,16.62337,16.44334,16.37321,0,STAR
179373,-2.999894e-05,185.7321,193.9074,33.05149,94.31286,167.620285491035,59.5210363856936,18.91315,17.5309,16.98911,16.839,16.7627,0,STAR
669472,0.177934,10.1435,14.09232,0.869213,2.61844,338.348174418969,12.2266903373472,22.39875,20.8282,20.08259,19.36966,19.0678,0,GALAXY
1050460,1.144147,12.41868,6.40946,2.442908,7.21957,201.453015033967,66.0069043993689,20.82947,19.95462,19.71636,19.66072,19.59329,0,QSO
951958,0.3907456,28.50348,39.03426,0.4147263,2.584569,165.208019232085,39.7223377110145,21.8257,20.27892,18.48334,17.81568,17.4063,0,GALAXY
1179398,0.6721338,8.069529,12.02846,-0.1078138,0.7905473,145.646777611919,7.28356277515926,24.42716,22.8104,21.30351,20.27157,19.87002,0,QSO
182184,-0.0006525681,25.07741,23.77652,19.96009,29.28569,162.797138525332,48.9254331532968,19.93803,18.81705,18.87894,18.97509,19.05645,0,STAR
