,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
1000420,GALAXY,0.1970951,11.74455,16.85813,1.122038,2.640564,25.0004,21.24952,19.90499,19.34241,18.97244
1270333,GALAXY,0.7133298,5.041263,9.477628,0.10437,0.3123387,26.09395,23.1466,21.66879,20.29112,19.37878
868640,STAR,-0.0006257535,70.75001,66.22097,52.6279,78.76017,18.91618,17.69024,17.78937,17.85623,17.92872
1186530,GALAXY,0.5631164,7.908988,12.2015,0.1892464,0.8746955,24.26841,21.78664,20.5978,19.56253,19.3532
333511,QSO,2.12161,11.3302,14.33625,7.247317,7.605855,20.56374,20.27163,19.9929,19.8386,19.42983
857811,STAR,-0.0003063364,71.72806,73.25022,24.05018,48.06373,19.39359,18.43315,18.12829,17.99189,17.93641
1352912,GALAXY,0.1333716,78.68238,104.269,6.667206,20.18925,20.78893,18.85552,17.82056,17.36905,17.03452
1255049,GALAXY,0.4242514,12.97984,20.89939,0.1003211,1.089813,25.01431,21.40574,19.64631,18.88324,18.50616
710508,STAR,-7.627686e-05,63.24469,65.17944,19.04816,40.3271,19.42754,18.49317,18.17844,18.0559,17.99806
1235270,GALAXY,0.1546953,46.20508,60.23471,3.386441,11.22651,20.29848,18.63533,17.68186,17.23783,16.94415
568487,STAR,-6.76397e-05,151.3355,151.3121,66.17301,102.9277,18.3173,17.41785,17.08775,16.96544,16.95369
1136565,GALAXY,0.4191472,15.96776,24.3426,-0.09845143,1.189684,22.99216,21.29934,19.45065,18.79313,18.38393
523192,STAR,5.840824e-05,349.6722,404.3599,44.0978,146.5875,18.8491,17.09299,16.27783,15.94397,15.72985
1046324,GALAXY,0.05265777,83.21987,100.8668,12.96737,30.81874,18.69532,17.46025,16.83604,16.48442,16.25249
500173,STAR,4.709039e-05,35.01913,45.37209,1.365984,7.883238,22.49456,19.6498,18.35023,17.83221,17.50326
824859,STAR,8.583672e-07,20.34358,40.47116,0.3099663,1.050641,24.10606,21.9532,20.65676,19.05971,18.24778
1172661,GALAXY,0.07897138,64.15932,81.27956,10.57756,23.69446,19.97227,18.33475,17.5798,17.25496,17.0438
436103,QSO,1.737339,11.76343,12.01099,6.50797,7.869123,20.97731,20.66173,20.4491,20.02461,20.08804
1016288,GALAXY,0.6154366,4.716996,7.047197,0.4040868,0.714447,21.19867,21.0748,20.39595,19.53744,19.01977
1171294,GALAXY,0.4220925,13.77544,21.76582,0.1818834,1.131534,26.76765,21.51995,19.75452,18.99962,18.49767
1391506,GALAXY,0.5602146,14.99132,22.48144,-0.03117856,1.127137,27.5673,21.38303,19.62601,18.5902,18.04335
1435339,GALAXY,0.6337759,7.264312,11.49443,0.06311119,0.4253892,25.78897,22.86055,21.08299,19.85678,19.45307
637467,STAR,-0.0001008183,74.24824,75.02177,21.08672,45.76743,19.21274,18.29115,17.98274,17.85659,17.8415
574790,STAR,-4.72662e-07,201.1444,209.8264,40.5343,106.8726,18.80674,17.76613,19.72835,16.92204,16.60036
1019589,GALAXY,0.1046725,78.12486,101.9796,8.100657,21.80686,19.76206,18.18914,17.35406,16.92529,16.62469
1417485,GALAXY,0.4987944,8.206805,12.46318,-0.06408042,0.7264401,22.9182,21.53581,19.93826,19.13548,18.80952
498773,STAR,0.0003455719,244.3757,260.5541,18.03273,105.8848,19.15114,17.44058,16.75314,16.51866,16.38969
246313,QSO,1.042961,24.12672,25.72992,14.64525,16.81042,20.20137,19.68989,19.26409,19.27525,19.25814
1333445,GALAXY,0.4592931,7.354297,10.79094,0.6452936,1.329877,22.65722,21.58816,20.29329,19.47164,19.04011
1342536,GALAXY,0.5173489,12.26974,19.01892,0.0220175,0.9748638,23.56747,21.98414,20.17551,19.27545,18.83007
106531,QSO,2.12269,1.293807,2.595862,1.368048,1.318792,22.4953,22.07276,22.21541,22.0216,21.32671
186381,QSO,1.015044,2.6408,2.735253,2.479876,2.567816,21.54501,21.47323,21.21248,21.17818,21.37968
970330,STAR,-0.0002385087,23.0553,27.23611,1.122151,7.431077,22.42311,20.23236,19.39576,19.04859,18.88539
470140,QSO,0.9233669,9.167837,10.91361,7.736403,7.968517,20.68711,20.33489,20.1696,20.15323,19.93601
38945,QSO,2.665206,3.632829,4.550762,2.963793,3.610698,22.29779,20.81157,20.57397,20.69468,20.33342
1476023,GALAXY,0.5937016,6.022779,7.449284,0.8580925,1.456832,22.25032,21.12578,20.33467,19.61122,19.37823
1348270,GALAXY,0.0743038,197.1746,251.4218,16.93832,59.22077,18.97897,17.13139,16.24529,15.84414,15.53998
811630,STAR,0.0003405847,41.89172,38.34701,32.11437,46.2407,19.54462,18.31794,18.34058,18.38291,18.45324
1350731,GALAXY,0.404367,20.37307,28.94235,0.4869401,2.311879,23.10274,21.00378,19.26185,18.60916,18.26821
117943,QSO,2.208972,2.052692,2.821886,1.389587,1.907163,22.35224,21.5185,21.5073,21.50846,21.40869
722265,STAR,0.0002441506,4.223157,9.053116,0.0528886,0.2677397,23.36075,23.11189,21.83592,20.47816,19.69564
219562,QSO,1.669248,3.097748,3.151811,1.641341,2.097295,21.53411,21.10842,21.26245,20.90648,20.85581
1019549,GALAXY,0.5536168,6.777483,11.15675,0.05212352,0.4846804,22.78222,21.96171,20.67525,19.64843,19.06376
468626,QSO,0.7513691,13.95185,17.08957,6.10563,10.43836,19.91453,19.59302,19.46931,19.35323,19.32008
527123,STAR,-4.269858e-05,865.9703,857.4064,567.3861,814.7869,16.33084,15.2578,15.19664,15.19539,15.2647
147014,QSO,1.610077,-0.2242714,1.020866,-0.6327468,-0.4863813,24.57993,24.77069,23.52336,21.1951,19.36702
443747,QSO,2.243917,21.82258,24.1334,12.22854,17.0751,20.13058,19.66283,19.51974,19.56702,19.31203
1395369,GALAXY,0.03287929,101.0428,145.1143,4.367707,21.76514,19.35416,17.28418,16.32807,15.85518,15.45763
658232,STAR,-9.338564e-05,25.70095,27.2567,8.888013,15.02597,20.57394,19.50039,19.17011,19.05207,19.01751
433496,QSO,0.9435675,17.85789,18.36793,13.95793,18.8727,19.14835,19.02009,18.92847,19.03498,19.09525
642869,STAR,-6.038325e-05,8.979457,18.23304,0.1451738,0.6140921,24.15594,22.59596,21.06937,19.79033,19.07644
1477651,GALAXY,0.5417479,10.46582,14.55613,0.6590832,1.452171,22.90283,21.52371,20.18821,19.41923,19.0876
1321090,GALAXY,0.1722846,88.24028,113.5251,5.071279,19.02312,20.55557,18.72752,17.54876,17.07854,16.73265
661901,STAR,7.269137e-05,32.27757,32.78617,7.851991,17.3091,20.30752,19.32474,18.85095,18.6534,18.55462
1236749,GALAXY,0.1331747,103.6655,135.3053,8.017768,25.9623,20.36876,18.58101,17.54218,17.08837,16.74974
269840,QSO,3.254991,11.77254,12.11132,1.374833,7.190681,25.27353,20.27764,19.98763,19.91602,19.89419
913192,STAR,-0.0001985511,30.39998,43.21506,1.112981,3.327936,24.32346,21.31194,19.85632,19.07008,18.62167
281778,QSO,0.7956867,20.43424,22.97023,13.09999,19.90359,19.24896,19.02404,19.08726,19.24968,19.08859
412728,QSO,0.6642944,6.96471,8.357513,0.357246,2.127753,23.1271,21.34769,20.63642,20.14829,19.69096
1319713,GALAXY,0.2501047,28.32359,44.94794,1.229774,3.809652,21.20674,19.50524,18.14205,17.50124,17.00265
798411,STAR,0.0001582727,7.224039,7.392499,3.032195,5.563487,21.66974,20.73092,20.48956,20.36337,20.57362
1103764,GALAXY,0.09749836,28.60121,34.96571,4.836693,11.66294,19.10077,18.0198,17.47335,17.20227,16.97422
290484,QSO,3.429171,10.02627,11.20461,1.408506,3.835475,24.35367,21.05841,20.45152,20.36964,20.09439
672975,STAR,0.0001987512,29.52889,45.97242,-0.01966028,2.939879,23.888,21.04315,19.61331,18.75825,18.24633
649037,STAR,6.461791e-05,9.327303,15.82681,0.5722631,2.245983,24.63467,22.40613,21.06504,19.88552,19.72991
475448,QSO,3.350832,1.918368,1.273189,0.1172662,0.933091,25.75058,22.13287,21.57526,21.72767,21.81164
995176,STAR,5.186672e-05,29.04977,60.69879,-0.1409531,1.47399,23.77126,21.72418,20.24127,18.70612,17.69037
463405,QSO,0.8860727,5.302318,6.54899,3.766438,4.475261,21.36998,21.08331,20.75759,20.84113,20.48857
781322,STAR,-0.0002745919,101.4725,107.7332,17.57083,50.3855,19.53987,18.1795,17.65663,17.4742,17.35974
5367,QSO,0.3998868,5.216241,7.408475,2.373932,2.324038,21.55053,20.98957,20.72128,20.5428,20.13782
773813,STAR,-0.0005716737,5.117892,9.186442,0.2727591,0.5506312,24.79357,23.28774,21.70105,20.65533,19.94531
1031399,GALAXY,0.06442882,259.6802,334.0079,17.60917,73.45058,18.44371,16.58448,15.67785,15.23161,14.88468
520898,STAR,0.0001683554,316.0831,350.061,31.87733,134.7463,18.82279,17.1687,16.29164,15.99296,15.80156
834733,STAR,-0.0005603378,114.4862,115.5516,37.24764,76.97382,18.69143,17.74883,17.46811,17.36889,17.34765
1307919,GALAXY,0.8261188,2.98824,6.017936,-0.2498837,0.003174055,26.6443,24.4293,22.1595,21.00265,19.92083
1256271,GALAXY,0.1225184,51.72331,60.19627,9.408895,20.35265,19.23403,18.18633,17.63003,17.25402,17.06044
1215319,GALAXY,0.5724822,7.388989,10.95444,0.06788359,0.5932088,22.46388,21.74684,19.97243,19.14537,18.71531
206508,QSO,0.9991366,25.3131,26.698,27.87531,24.53483,19.03811,18.94503,18.96852,19.02287,18.92327
819722,STAR,-0.0001179905,122.0249,192.7201,1.584733,12.87184,22.26869,20.32037,18.2875,17.29061,16.75062
1299437,GALAXY,0.05549586,132.7942,171.7432,11.17041,39.5578,19.43284,17.59531,16.73519,16.31654,16.01999
812848,STAR,-0.0001237091,8.749011,7.913983,3.047164,5.908692,18.67889,18.30097,18.29185,18.33448,18.51195
538535,STAR,-4.313945e-05,7.927485,8.567214,2.01649,4.721956,21.91716,20.9145,20.47471,20.33218,19.94538
177073,QSO,2.940578,4.910046,4.129298,1.623045,3.154171,24.56861,21.40234,21.00854,21.25741,20.86095
1377919,GALAXY,0.1161272,27.05417,33.00874,3.532761,9.15919,20.1063,18.24556,17.55466,17.20703,16.94954
904889,STAR,-3.163684e-07,8.281035,8.506959,3.102422,5.401435,21.59657,20.60551,20.24219,20.15557,20.10166
593752,STAR,-2.279832e-05,12.68959,8.915937,35.79551,29.61544,18.66513,18.6534,19.00441,19.32635,19.61548
853847,STAR,-1.299031e-05,32.17436,116.2687,0.2062698,-0.08132897,24.21957,23.14265,21.42031,18.60791,16.98535
1433135,GALAXY,0.1754991,35.5266,47.3991,2.819238,8.077945,20.26702,18.64947,17.75092,17.26914,16.97458
1408882,GALAXY,0.1099026,100.3408,128.8891,13.75702,26.72468,19.8306,18.06569,17.23161,16.71478,16.39491
600499,STAR,-0.0001180802,22.06428,26.34608,1.019509,7.367723,23.0645,20.41556,19.55328,19.21707,19.06482
96927,QSO,2.609772,11.71366,15.52616,5.903198,9.11032,20.75427,20.00282,19.8952,19.91132,19.93632
1399240,GALAXY,0.0810523,72.61769,74.61607,16.17102,42.68803,18.6445,17.76177,17.50391,17.18648,17.20161
1384581,GALAXY,0.4137276,4.564858,5.874659,0.7587528,1.208466,23.36152,22.10011,21.15215,20.96064,20.72688
313421,QSO,1.888171,2.508331,2.721611,0.9805933,1.173486,21.95747,21.72229,21.54282,21.17606,20.9972
641034,STAR,-0.000853018,78.33663,79.51122,36.85498,60.7561,19.01259,18.07837,17.83895,17.76439,17.71894
1433477,GALAXY,0.03081339,559.4874,690.815,59.83221,188.8747,17.19193,15.43718,14.65101,14.25583,14.03749
102293,QSO,3.651146,7.992084,7.674111,-0.005612383,1.257198,24.85041,21.72171,20.17159,20.02645,19.87873
1416479,GALAXY,0.4923412,8.431198,12.897,0.01898195,0.7104201,22.71688,22.00916,20.37262,19.46164,18.95665
1165454,GALAXY,0.5628245,5.32959,7.96993,0.02739044,0.4437484,25.09324,23.74093,21.4997,20.42066,19.71272
521670,STAR,8.08619e-05,60.82208,55.75924,49.8843,57.42449,18.55189,18.0945,18.0246,18.03211,18.1503
303289,QSO,1.982538,3.439906,4.068944,4.711908,2.84318,21.87435,21.66779,21.38423,21.40935,21.33389
560092,STAR,-0.0008157874,69.12083,71.0638,32.957,46.09286,19.18439,18.20673,17.94265,17.83904,17.79575
1184247,GALAXY,0.1504303,27.17148,36.79595,1.778288,6.124228,22.35881,20.06872,18.8926,18.40726,18.03704
308110,QSO,2.279214,9.155379,12.81941,3.766132,6.192328,21.57514,20.84377,20.65876,20.42183,19.9922
1128697,GALAXY,0.5455794,6.987526,11.3326,0.1375095,0.7415146,23.79296,22.22134,20.91327,19.99954,19.75476
1089383,GALAXY,0.1734751,66.40717,83.3586,3.132801,14.63242,20.82511,18.8865,17.77408,17.30945,16.99967
366542,QSO,2.018326,1.474134,1.78176,1.802547,1.020388,21.41252,21.53129,21.59536,21.46261,21.56196
708938,STAR,-0.0002329619,602.134,632.1127,78.94827,290.5838,17.72494,16.03298,15.37241,15.14344,15.03665
956181,STAR,-0.0004535912,205.332,200.0333,159.5045,224.6284,18.25386,17.04266,16.93293,16.91919,16.93352
397929,QSO,0.1779545,36.55247,41.59808,11.85431,13.13223,19.96684,19.33083,18.59985,18.16559,17.88139
854114,STAR,0.0004573438,210.3351,224.5899,45.63371,103.1984,18.5888,17.39852,16.88458,16.64993,16.51602
596932,STAR,-0.0001158332,19.94634,39.58808,0.4341602,1.729278,25.19782,22.21274,20.58816,19.14139,18.38061
1440820,GALAXY,0.2766428,27.99243,39.51959,0.8006743,3.660753,22.37928,19.72665,18.20013,17.59873,17.20615
1076559,GALAXY,0.1937183,56.25999,79.28312,3.148921,10.5002,20.82007,18.85272,17.5414,17.03879,16.66144
1200918,GALAXY,0.7631627,4.264144,8.402907,-0.2192564,0.1735923,25.01276,23.96344,21.84195,20.45382,19.7755
667468,STAR,-0.0001628106,6.444864,8.814579,-0.03220517,1.169837,23.86328,22.63525,21.2905,20.5777,20.12439
1269741,GALAXY,0.2116715,48.8488,69.29977,1.806353,7.705684,21.78768,19.39932,17.94174,17.39209,16.97046
1470054,GALAXY,0.1362238,54.83235,74.77053,3.725272,12.3538,20.61608,18.75153,17.67623,17.24899,16.94094
1330009,GALAXY,0.712867,4.045567,6.195472,0.2527751,0.5672252,22.752,21.89996,21.06469,19.75611,19.35748
1237660,GALAXY,0.1280861,74.50858,95.8633,8.047092,22.01007,19.3822,17.99143,17.13963,16.73405,16.45994
59996,QSO,3.517425,5.123676,4.940642,0.3700882,2.033978,24.20846,21.88073,21.3399,21.15098,21.95284
1331435,GALAXY,0.6676483,6.188066,10.62127,-0.1048744,0.2922477,23.74451,23.40514,21.46074,20.22935,19.64143
477388,QSO,0.6817591,7.799691,9.239226,5.587374,6.836751,20.21674,19.98992,19.995,19.72054,19.59624
626703,STAR,0.0001668468,4.196386,14.32137,-0.1339795,0.05939448,25.62465,25.60233,23.01314,21.09059,19.87408
1139587,GALAXY,0.2777678,31.13026,44.61108,0.719572,3.863203,22.43159,19.95694,18.4388,17.87483,17.47974
243675,QSO,2.263558,16.99843,18.87984,10.7267,15.86665,20.04115,19.68945,19.59955,19.65963,19.32761
643378,STAR,-2.937692e-05,474.1618,564.1053,10.47751,99.16969,19.89797,17.39959,16.21717,15.75827,15.48964
243849,QSO,0.9519012,3.517437,4.006314,4.004324,3.431652,21.02018,20.80507,20.70112,20.76008,21.01627
357227,QSO,1.019794,3.812798,4.674678,1.38766,2.078143,21.75192,21.44997,21.07931,20.91944,20.62003
439603,QSO,0.5469768,5.17361,8.431124,0.06007035,0.3868673,22.88579,21.78982,20.56278,19.45358,18.9729
981340,STAR,-0.0009502,167.0068,180.295,37.00393,87.86916,18.5348,17.50484,17.13224,16.95288,16.87131
828244,STAR,-0.0009351711,9.057532,9.806164,1.841648,4.976975,22.1011,20.81586,20.25426,20.14994,20.10395
105256,QSO,0.3796267,11.93482,16.20403,9.192866,8.376572,20.79154,20.2753,19.83118,19.46271,19.1296
1095414,GALAXY,0.5368509,8.436328,13.28678,0.1172726,0.885686,24.01333,21.82064,20.29145,19.2625,18.82273
1401259,GALAXY,0.6909246,7.094839,12.64814,-0.08989831,0.257073,22.578,22.69092,20.80277,19.53415,18.96645
1388111,GALAXY,0.08605083,111.9741,146.5626,8.188425,29.91181,19.93643,18.15948,17.22935,16.83088,16.50735
742244,STAR,4.594203e-06,628.3315,992.2173,12.92362,63.17432,20.43123,18.04018,16.6459,15.51215,14.90188
1226193,GALAXY,0.5589039,7.732396,11.40986,-0.01961133,0.62552,23.64648,22.45825,20.77764,19.83918,19.56729
525811,STAR,-7.447777e-05,252.0487,268.1094,19.01248,107.1992,18.75911,17.22693,16.67912,16.5024,16.42636
197061,QSO,2.635341,2.798148,3.820647,1.857494,2.3077,21.96528,21.35475,21.29993,21.2386,21.01536
204742,QSO,2.165974,23.71239,27.67827,14.46711,19.18707,20.71716,20.40477,20.37855,20.32814,19.96033
740921,STAR,8.927678e-05,427.5314,448.1258,74.28003,212.6796,18.10816,16.62491,16.07001,15.85596,15.75951
798407,STAR,-0.0004471393,4.792233,6.952603,0.0004924844,0.6154055,24.42519,22.8828,21.52849,20.64274,20.29864
1441762,GALAXY,0.1692037,106.6499,135.1689,6.926199,24.16068,20.01793,17.84393,16.73464,16.29492,15.97618
610585,STAR,0.0002288913,134.0656,146.5744,24.40762,64.58482,19.96765,18.19806,17.53375,17.30197,17.1607
908561,STAR,8.705147e-05,747.5707,844.0473,26.46112,202.639,19.15987,16.7317,15.67202,15.28404,15.08563
1393346,GALAXY,0.02466423,31.0334,32.31388,17.31664,23.65179,18.44033,17.4836,17.28915,17.18821,17.06941
1159581,GALAXY,0.3558279,8.532319,13.17497,0.1496954,1.001385,25.47762,22.03604,20.39291,19.55326,19.23354
697466,STAR,0.0007400894,7.095677,8.593966,0.4718741,2.5238,22.76178,21.55035,20.65087,20.32132,20.11904
610248,STAR,-5.306779e-05,138.6028,214.3351,2.155965,15.31421,21.86855,19.27477,17.73496,16.72087,16.15659
428386,QSO,1.599401,26.1884,27.76366,15.85285,18.79794,19.88011,19.57631,19.43802,19.18344,19.1201
1126768,GALAXY,0.6297249,6.126269,11.17677,-0.09358137,0.1970472,26.58798,22.86986,20.65067,19.36874,18.82097
313554,QSO,1.832229,20.95531,22.33754,14.18118,15.74465,20.0922,19.96455,19.73138,19.42483,19.30896
784265,STAR,-0.0005138867,74.91633,73.76808,46.06552,68.36665,19.02441,17.94147,17.85395,17.83241,17.87706
1293076,GALAXY,0.2426648,40.55622,54.98639,1.784387,6.572746,21.65903,19.82899,18.34189,17.80475,17.42222
699567,STAR,2.631485e-05,30.03846,79.34668,0.03392616,0.7477865,26.47488,22.41747,20.88524,18.7855,17.58412
836318,STAR,-5.688503e-05,39.07709,43.71868,4.886115,15.43313,21.0691,19.48001,18.75163,18.4573,18.29166
63785,QSO,2.719724,12.8759,13.56316,6.149132,9.446651,20.78527,20.14961,20.01418,20.0323,20.09009
372323,QSO,2.594372,5.897182,8.116531,3.655532,4.895631,22.18146,20.81063,20.67769,20.55623,20.30708
1156129,GALAXY,0.2654349,35.03607,46.77992,4.108892,8.56692,19.47416,18.47451,17.62463,17.22107,16.86648
752627,STAR,-0.0006065167,75.68022,77.34547,26.85924,50.80883,19.07667,18.23812,17.96107,17.88597,17.86272
1162202,GALAXY,0.09383852,26.70417,32.00793,2.862877,10.19283,20.12838,18.87913,18.29738,17.91026,17.63289
908803,STAR,-4.799705e-05,438.4165,508.9281,22.47483,128.0353,19.38479,17.19011,16.24231,15.88867,15.69457
1360127,GALAXY,0.3604751,15.21238,20.90667,1.383561,2.674536,21.77288,20.06857,18.56127,17.9893,17.55935
593325,STAR,0.0001505396,4.140996,4.504431,1.652086,3.055612,21.75259,21.11246,20.84103,20.88756,20.55274
1440391,GALAXY,0.08176384,108.0188,140.0944,7.638091,30.2459,20.08484,18.09944,17.19914,16.79555,16.46398
1304383,GALAXY,0.994581,0.9582976,1.332771,0.3370968,0.5222237,22.66102,22.64901,22.20421,21.7701,22.55009
942702,STAR,-0.0004554566,58.32598,60.63104,15.06185,31.49693,19.83229,18.76133,18.27773,18.08835,17.9903
1470558,GALAXY,0.04942914,19.9673,23.16067,4.060237,9.439303,19.64083,18.54698,18.03909,17.78204,17.61428
427062,QSO,1.820968,7.868196,8.111399,5.058382,5.836008,19.80829,19.73711,19.84879,19.63285,19.73256
778662,STAR,5.22475e-06,432.9596,762.9214,4.627352,35.78558,21.05022,18.52447,17.08157,15.86374,15.20816
1337387,GALAXY,0.0955449,142.3636,202.2168,8.371358,35.40355,18.98636,17.05275,16.04708,15.61794,15.23435
699411,STAR,-0.0001879821,90.27145,100.9336,16.84974,44.97539,19.72316,18.40198,17.83351,17.62558,17.50048
725813,STAR,6.82322e-06,45.86086,94.56713,0.09693938,2.848161,24.52115,21.41183,19.9136,18.33952,17.50284
281756,QSO,0.2086119,79.19408,79.08807,30.31475,33.04973,19.23308,18.60488,18.06132,17.62088,17.5474
1181798,GALAXY,0.8160298,7.365711,11.16062,0.7595352,1.075204,22.61654,21.89788,20.77995,19.57968,19.1664
674331,STAR,0.0002108,82.3364,79.44506,38.26763,62.11704,18.95122,17.95486,17.63566,17.52764,17.53518
1410079,GALAXY,0.5845738,5.894904,10.12488,-0.04848322,0.2998735,25.33694,23.03782,21.21794,20.01474,19.47691
477154,QSO,1.69615,8.783875,9.633474,4.668609,5.673163,20.7733,20.62322,20.55,20.23014,20.21709
859014,STAR,8.361106e-05,49.5383,51.46743,21.41028,33.09459,19.63128,18.73871,18.41366,19.01613,18.24137
738861,STAR,-4.18838e-06,24.51395,64.54536,-0.03090399,0.5294579,24.37243,22.69615,20.99629,18.99436,17.82779
847775,STAR,0.0001447236,43.92641,47.17555,7.259906,20.41386,20.65099,19.21636,18.61729,18.39758,18.27349
659000,STAR,-0.0003353942,7.917104,8.32611,2.039728,4.49343,21.83842,20.83703,20.57029,20.35897,20.45782
1459517,GALAXY,0.1294672,67.85263,87.0433,5.172082,19.34191,20.22279,18.46889,17.52459,17.13052,16.82661
1455982,GALAXY,0.1726702,66.72122,93.41473,3.654084,10.96145,21.3089,18.94477,17.69459,17.17282,16.77786
320481,QSO,2.669284,2.131618,2.18075,1.231776,1.805124,24.50349,21.79582,21.53817,21.3504,20.7362
168764,QSO,0.6281879,6.040302,7.252096,1.458719,2.538654,21.43737,20.56073,20.29187,19.94843,19.81384
1185382,GALAXY,0.4959058,8.149224,13.14468,0.161308,0.7144156,23.37825,22.13828,20.44089,19.52756,19.0749
201482,QSO,1.812831,2.588047,2.565105,1.256257,1.754937,21.08401,20.94764,21.12171,20.72314,20.53404
1367012,GALAXY,0.4575681,20.05363,28.85865,1.125795,2.951261,22.05709,20.58927,18.97846,18.33934,18.00928
1202970,GALAXY,0.4084141,7.898547,10.73237,-0.1034653,0.792607,26.41322,22.50771,20.73076,20.02018,19.60491
997303,STAR,4.758297e-05,127.2645,163.816,5.451166,30.84641,22.46536,19.74971,24.80203,24.3618,17.19211
1378071,GALAXY,0.1938186,7.132032,10.14852,0.5029903,1.615248,21.37914,21.02884,20.20221,19.52115,19.06363
1005147,GALAXY,0.2758568,19.3399,30.81598,0.08473422,1.695071,25.36057,20.08046,18.51792,17.8766,17.37216
777180,STAR,-0.0003350929,4.036845,2.80711,4.166721,5.804301,21.04697,20.57453,20.68596,20.74574,21.16937
987941,STAR,0.0002239379,4.871197,5.761388,1.001266,2.899103,22.48615,21.34299,21.03348,20.93145,20.81658
574182,STAR,-4.426416e-05,416.9933,435.7998,72.39513,216.2477,18.07204,16.61864,16.06046,15.85219,15.77684
210315,QSO,1.650633,17.70831,18.5904,7.412416,10.32123,20.37706,20.05353,19.8148,19.45359,19.55816
792840,STAR,0.0004446135,213.6919,200.8773,234.4969,285.2973,17.57086,16.34779,16.51403,16.66447,16.74657
156324,QSO,1.676521,29.71866,31.49273,19.61255,23.42451,19.17238,19.07796,19.03422,18.8473,18.89338
437465,QSO,2.362775,35.15965,44.94695,20.51818,33.53114,19.27615,18.72863,18.74738,18.69294,18.43559
659939,STAR,0.0001086458,409.9525,463.2784,15.29563,117.6839,19.62628,17.28308,16.29712,15.90922,15.704
207602,QSO,1.372008,13.42406,12.87851,15.78889,13.5535,20.47379,20.32957,20.16037,20.12568,20.35189
1391192,GALAXY,0.5032781,9.543503,15.72516,-0.0136283,0.7439218,24.55476,21.96444,20.06917,19.15114,18.65156
768019,STAR,-0.0002841143,92.30864,104.7818,18.17364,42.21737,19.7867,18.38886,17.83253,17.61869,17.48153
358186,QSO,1.936287,6.330729,8.239603,3.680787,4.524565,21.34047,20.60125,20.48203,20.24747,19.9985
896054,STAR,-9.613286e-05,1.894734,6.880619,0.5161058,0.4015405,23.64912,25.19834,23.4616,21.60487,19.83495
1115456,GALAXY,0.08876105,165.2491,218.879,10.04271,40.95882,18.64144,16.5642,15.56346,15.09237,14.75041
1432577,GALAXY,0.3116534,32.53146,45.70506,0.7670928,3.164882,22.3535,20.02127,18.33457,17.68406,17.31148
338178,QSO,1.757965,3.530955,3.597788,2.678171,2.822828,21.79634,21.69335,21.67933,21.22774,21.06899
623709,STAR,-0.0002011808,11.13057,12.63571,0.9403238,3.956856,22.63274,20.98353,20.12612,19.8009,19.66244
515969,STAR,0.0001185863,114.7705,134.1723,10.16044,38.17182,20.54291,18.55168,17.72881,17.4359,17.21777
1228623,GALAXY,0.0857344,41.0743,59.10425,3.585764,11.28183,21.16022,19.07643,18.16346,17.74906,17.44601
285015,QSO,0.7545805,3.26287,3.968145,1.539913,2.580266,22.04883,21.48978,21.41708,21.43089,21.2677
306722,QSO,2.528349,5.196799,6.640875,2.378289,3.703451,21.88574,21.16027,20.91688,20.94652,20.40508
568511,STAR,-0.0006766716,67.52314,55.24314,71.77927,104.3581,17.4942,17.4027,17.66917,17.90496,18.14495
786179,STAR,-0.0001345912,67.84225,71.75584,13.14638,34.64706,19.87475,18.54444,18.02118,17.8419,17.75312
67651,QSO,0.3341823,18.1248,31.16931,5.680603,4.470902,21.53584,22.0211,20.36678,19.56806,19.3517
78748,QSO,1.375901,10.24688,10.58212,10.42282,8.11054,20.47585,20.3257,20.03254,19.95602,19.83951
372953,QSO,1.588835,2.423221,2.037371,0.7124113,0.9733994,21.97694,21.8162,21.54464,21.02314,20.91372
679387,STAR,-0.0005752754,99.99178,105.0511,21.76912,51.77296,19.25838,18.2009,17.70113,17.52432,17.45997
950651,STAR,-0.0002858764,24.15638,27.92328,1.177659,5.964092,22.26184,20.36365,19.43255,20.30976,18.7824
665366,STAR,0.0002935096,54.99261,64.02577,5.240174,18.13286,21.19242,19.33616,18.80044,18.15407,17.88234
316397,QSO,1.409684,18.07384,17.08092,11.89475,12.55141,19.20757,19.1378,19.06572,19.00834,19.06517
538404,STAR,0.0003386343,13.75418,14.05898,4.482931,8.587293,21.50974,20.08831,19.79241,19.6766,19.68667
771859,STAR,-0.0003115034,43.09838,41.70615,13.41,25.3121,19.8493,18.87899,18.54591,18.40432,18.40304
693050,STAR,0.0001984406,20.89887,19.65473,6.767631,12.86749,20.47124,19.36666,19.15589,19.06485,19.01155
288956,QSO,1.062373,66.73472,66.86855,35.43181,39.18797,19.1032,18.53679,18.04852,17.95954,17.86584
264425,QSO,2.155098,9.211654,11.38264,4.845039,6.538314,20.91437,20.49963,20.28601,20.18241,19.88305
1161142,GALAXY,0.4619804,13.99546,22.88574,0.1546457,0.8034049,23.37559,21.63262,19.81913,18.97739,18.44802
550560,STAR,-0.0008368461,27.16349,28.45211,9.668065,17.8778,20.61785,19.51934,19.168,19.26091,18.91998
776352,STAR,-0.000443441,5.498916,5.534215,2.973637,4.441368,21.58748,20.70902,20.34197,20.35538,20.11472
