,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
1098005,GALAXY,0.1741813,71.39148,95.23558,4.011686,13.78347,21.28347,18.93509,17.71403,17.21385,16.82965
1297762,GALAXY,0.6232591,3.175918,4.920689,-0.02346117,0.2542395,23.03483,23.47607,21.74823,20.52215,19.88116
1480239,GALAXY,0.5830434,8.301172,13.72292,-0.07202906,0.4215963,23.11974,22.05463,20.41874,19.24226,18.82884
1364053,GALAXY,0.6067795,7.165629,11.23251,-0.1296624,0.4181,24.69742,23.11948,20.68384,19.50868,19.11357
38210,QSO,1.439445,30.53917,29.65584,20.28226,23.42553,19.21657,19.10634,18.8663,18.71551,18.70814
437594,QSO,1.410575,1.974147,1.856238,0.6069906,0.8588544,21.90769,21.80094,21.4782,21.24946,20.83317
998005,GALAXY,0.2698921,19.25657,29.30999,0.3561471,1.629435,26.38953,20.94737,19.11162,18.36302,17.89128
874533,STAR,-1.957761e-05,53.71981,84.57197,1.144553,5.753869,23.27081,20.69543,19.19105,18.22534,17.60383
1463030,GALAXY,0.5076851,9.880939,14.74271,0.008235612,0.8916008,25.8473,21.94214,20.26954,19.22141,18.68121
1123029,GALAXY,0.03331529,107.5309,131.7661,18.41255,40.33368,16.81684,15.62202,15.07487,14.78083,14.54653
1046634,GALAXY,0.5603958,7.178043,10.97301,-0.02370858,0.5901784,23.45334,22.81362,20.75808,19.71544,19.04625
320156,QSO,1.332427,3.359474,3.881585,4.151068,3.012203,21.54435,21.6495,21.27545,21.42412,21.5979
1169144,GALAXY,0.5048719,11.4883,17.35421,0.1051282,1.098683,25.97779,21.46992,19.86646,19.01304,18.52693
202960,QSO,1.875076,24.38078,30.10689,12.32577,15.2125,19.64399,19.33984,19.1905,18.91962,18.8047
402296,QSO,2.378834,4.004382,5.339055,1.790693,3.377154,21.7218,21.17484,21.07189,21.1077,20.63397
1460889,GALAXY,0.6497768,5.248805,8.376837,-0.1465046,0.1900556,23.2333,23.02558,21.2719,20.10054,19.70927
218083,QSO,0.7151843,8.898798,10.94815,4.447293,6.363415,20.76384,20.14366,19.92085,19.8061,19.61311
631615,STAR,8.538944e-05,207.636,234.6512,17.84935,87.0774,19.34577,17.6759,17.06086,16.88139,16.75371
263184,QSO,0.7464523,7.947084,9.881244,3.618043,5.224584,21.07392,20.83636,20.6363,20.487,20.20422
882425,STAR,-0.001255615,12.94066,11.98432,6.588781,11.00546,20.90169,19.84038,19.71265,19.71155,19.74634
93784,QSO,2.003857,15.98043,19.17462,8.834626,9.086175,20.3846,20.16514,19.95535,19.80656,19.63038
493691,QSO,1.10906,6.300907,5.034775,2.477774,4.816066,20.24037,20.25211,19.9832,20.05307,20.06632
1372629,GALAXY,0.4924348,8.57521,13.36127,0.111095,0.6954817,23.47509,22.13556,20.58474,19.6872,19.21379
623258,STAR,0.0005350915,5.139118,5.503691,1.110606,2.721997,24.0234,21.6585,21.26537,21.17158,20.99396
1000894,GALAXY,0.08484705,175.292,234.01,12.82828,46.49596,18.99146,17.07726,16.12667,15.69658,15.36008
1003648,GALAXY,0.1144641,102.4705,139.4206,7.795176,24.68933,19.67217,17.91489,16.97027,16.53066,16.17849
379248,QSO,1.670196,1.59968,1.68519,0.7715867,0.878724,21.9736,21.4723,21.40227,21.01822,20.72895
594236,STAR,-0.0009526599,405.2874,433.7729,133.7363,253.627,17.31835,16.33946,16.08836,15.9804,16.00297
1032747,GALAXY,0.5104793,6.94211,10.44572,-0.117717,0.5161483,23.05755,22.12371,20.45067,19.58351,19.20401
954016,STAR,-4.061413e-05,8.631873,16.82401,-0.0176827,0.6504079,26.08716,22.22642,20.95528,19.73314,19.10933
254749,QSO,2.148396,2.791813,4.234764,3.036959,2.279571,22.30863,21.84706,21.69834,21.44661,21.09785
286190,QSO,1.468425,9.222115,11.0199,1.878995,3.428171,22.41445,25.11413,20.38302,20.39176,20.14225
894990,STAR,2.98905e-05,110.2981,123.0811,10.91856,41.31698,20.13239,18.39015,17.69425,17.43435,17.29731
526474,STAR,-9.276414e-05,294.7526,362.9965,22.52705,102.7525,19.13042,17.77777,17.23151,16.97548,16.94901
1488597,GALAXY,0.2304958,45.42787,65.39278,1.554828,6.246671,22.728,19.52723,17.96952,17.41979,17.00624
205325,QSO,1.290685,5.949483,6.266635,4.705769,4.67462,21.01765,20.67408,20.45131,20.36749,20.35342
1081846,GALAXY,0.3707629,6.927327,11.55056,0.0449985,0.5089313,26.50924,21.38544,19.65681,18.85643,18.25244
49515,QSO,0.8344327,6.214706,7.661793,5.563972,6.612224,20.59916,20.24513,20.1792,20.08438,19.8689
1470775,GALAXY,0.3242455,24.45805,35.62025,0.699855,2.805272,24.7923,20.67728,18.98359,18.35688,17.98144
1313673,GALAXY,0.1177023,55.949,72.58748,4.080616,15.6752,20.36376,18.42532,17.44215,17.05548,16.71389
1489594,GALAXY,0.05681653,155.9551,198.4819,14.05498,47.53505,17.91959,16.13176,15.31281,14.85855,14.51958
1287597,GALAXY,0.266533,39.66522,53.02851,1.574819,5.128482,21.90532,19.89835,18.37372,17.80489,17.43651
731860,STAR,-0.0001094634,7.192274,8.315328,1.278586,3.42634,23.47261,21.3323,20.75958,20.9813,21.57389
415281,QSO,2.12291,2.260069,3.006898,2.399724,1.890958,22.18262,21.71676,21.77098,21.55973,22.37876
392775,QSO,1.384217,16.64304,15.77487,13.36641,14.2039,20.15123,19.74111,19.48168,19.47583,19.45852
1276084,GALAXY,0.1864187,56.19782,75.14138,3.08341,10.75574,20.8353,19.29646,17.81342,24.26691,17.03088
1194288,GALAXY,0.04266646,150.2603,195.2164,16.22736,47.92789,17.76238,16.33141,15.68908,15.3263,15.05673
434887,QSO,1.725338,9.279741,8.599205,4.262677,6.863434,20.49463,20.12197,19.98115,19.73265,19.60743
266971,QSO,2.478835,7.552378,8.332782,3.128765,5.499278,21.23869,20.57686,20.29744,20.46127,20.16639
1441630,GALAXY,0.2596442,16.01456,21.99478,1.689476,3.308433,20.99113,20.44559,19.31031,18.80059,18.41503
429888,QSO,2.34606,1.911654,2.294878,1.40337,2.455206,21.93123,21.25867,21.19447,21.35989,20.45207
513424,STAR,0.0002763678,195.309,200.8601,47.046,120.157,18.21015,17.26487,16.92338,16.80139,16.76766
510591,STAR,0.0001585256,8.24966,9.013811,2.991206,5.6924,21.61825,20.78706,20.56432,20.54112,20.50734
1398280,GALAXY,0.2338888,48.59998,69.55102,2.719661,8.147532,21.32406,19.25678,17.89019,17.20002,16.76813
93384,QSO,2.884889,5.481564,6.192494,2.919752,5.083458,22.53511,21.32041,20.98895,20.96709,20.9439
313344,QSO,2.469732,8.033982,10.94486,3.156765,4.6074,21.81861,21.04417,20.69783,20.52184,20.22524
1449645,GALAXY,0.1545298,121.0384,158.903,11.95259,31.08987,19.07588,17.54196,16.58411,16.14414,15.82716
1473403,GALAXY,0.4605522,13.84962,22.11177,-0.01228283,1.086373,26.04431,21.30309,19.59445,18.76472,18.23874
1371828,GALAXY,0.518919,9.181149,13.23502,0.3886718,1.191695,22.66429,21.46703,20.0282,19.24875,18.88305
584446,STAR,-0.0001669204,46.86887,50.31458,5.831591,21.95427,20.77303,19.10658,18.44102,18.20118,18.05893
336833,QSO,1.891396,2.156174,2.138163,1.278129,1.564371,22.80623,22.61129,22.62413,22.20894,21.79139
1088769,GALAXY,0.521323,6.650642,11.86951,-0.05702985,0.3726647,23.13469,23.26598,21.19013,20.06631,19.52698
1344462,GALAXY,0.02800269,75.78014,90.15059,25.13011,41.75986,18.53964,17.67937,17.25389,16.9794,16.82879
829645,STAR,0.0002507755,40.43678,41.9139,14.63978,27.3541,19.76329,18.86691,18.52538,18.39146,18.38365
108116,QSO,3.186656,2.999292,3.213616,0.2506254,1.84813,26.42995,21.72653,21.3747,21.33325,21.41416
640682,STAR,0.0001613787,206.4556,204.6562,127.769,185.0333,17.93746,16.80891,16.70967,16.71337,16.74146
953632,STAR,-0.0005223122,47.887,49.0836,17.18318,33.17887,19.55849,18.71517,18.44751,18.32938,18.32348
265840,QSO,1.567516,6.395969,7.165728,3.839746,4.622149,21.05783,20.71969,20.68626,20.45623,20.11729
398860,QSO,0.2624816,28.02132,39.32997,10.88427,12.71311,19.95203,19.55186,19.03339,18.73126,18.43704
723589,STAR,-9.159633e-05,33.5112,54.66423,0.2682386,3.262141,23.14365,21.05947,19.56952,18.58696,18.03311
1291922,GALAXY,0.08229947,5.06111,5.607113,1.629139,2.828949,22.17511,21.406,21.00511,20.76665,20.76356
1115791,GALAXY,0.1024166,98.52003,130.9658,6.850985,26.17682,19.81034,18.00867,17.08581,16.68116,16.32889
1212017,GALAXY,0.5537029,7.143824,11.33783,0.3289973,0.9134883,22.09216,21.2072,20.09533,19.30545,18.86267
730164,STAR,-4.534294e-05,24.24348,67.14466,-0.08974801,0.4998,24.09708,22.73701,21.08116,18.90871,17.65277
166844,QSO,1.74336,2.879294,2.624268,2.373489,2.476442,21.07849,20.97229,21.03638,20.64165,20.76727
119568,QSO,1.886156,8.05531,7.824865,5.364845,6.455536,21.11582,21.15981,21.29313,20.89499,20.57258
404703,QSO,2.916332,3.178429,3.389474,0.6371778,1.928081,23.50113,21.67668,21.30959,21.44279,21.17918
73573,QSO,1.154468,41.81494,42.61521,20.40914,25.60481,19.2847,19.0323,18.61601,18.5101,18.50613
638893,STAR,-5.540011e-05,9.907914,24.96669,0.01544214,0.3541977,22.33263,22.21367,20.65836,19.29575,18.43166
937610,STAR,-0.0009506915,584.2205,546.9495,628.3431,743.0656,16.629,15.2934,15.44558,15.56931,15.63095
928954,STAR,5.791652e-05,6.722139,13.01931,0.3068235,1.016356,17.92783,18.71542,16.91251,16.23636,15.83751
854479,STAR,-0.000475741,248.9872,276.5251,49.1894,108.9504,18.66005,17.2921,16.69909,16.47205,16.32685
730669,STAR,0.0003301496,21.23986,21.44048,17.04528,24.44336,20.44783,19.08862,19.20519,19.21038,19.21162
505559,STAR,4.586273e-05,57.10706,67.06847,3.618208,17.53833,21.16648,19.32928,18.47537,18.12608,17.92701
906386,STAR,-0.000164453,15.40859,16.59889,0.528453,5.483202,24.18936,20.78036,19.848,19.5318,19.26209
1174188,GALAXY,0.1393821,74.82478,100.6943,5.299602,17.15029,20.0405,18.27627,17.24844,16.77457,16.39874
1252298,GALAXY,0.2788296,37.00132,51.22704,1.323307,5.336097,22.04785,19.72656,18.17796,17.58073,17.18945
992423,STAR,-6.639396e-05,947.3376,948.441,720.0403,863.2351,16.54307,15.35483,15.27931,15.26928,15.30932
348638,QSO,1.943693,11.45743,13.4191,10.98443,8.123801,20.0282,19.84221,19.76227,19.65385,19.48337
577555,STAR,-0.0002203517,16.26297,22.25961,0.4335976,2.873403,24.63468,22.21124,19.7877,19.0946,20.61698
1235752,GALAXY,0.4002381,13.9582,21.5977,0.2785529,1.384783,26.16023,20.8659,19.18134,18.46457,18.02585
1212213,GALAXY,0.3745434,21.52687,31.47083,0.3696034,2.191998,22.79392,20.87815,19.08606,18.42985,18.06813
230095,QSO,1.032513,9.828707,9.987645,8.663725,8.955796,20.13819,19.70236,19.43674,19.42809,19.28867
748383,STAR,9.375493e-05,42.19756,42.87006,20.39574,29.74265,19.61803,18.80388,18.5423,18.5385,18.39415
383480,QSO,2.500339,5.835841,6.411422,4.719555,6.617376,21.98299,21.17941,20.9958,21.00351,20.51962
1454373,GALAXY,0.1560788,50.85181,68.01957,5.678485,11.37101,19.88087,18.40187,17.41175,16.88791,16.57753
402412,QSO,1.500774,1.598885,1.692036,1.092249,0.9033589,21.83751,21.666,21.55832,21.35825,21.19977
703172,STAR,4.133068e-05,6.21494,5.8909,3.379283,5.29236,21.28285,20.74504,20.70507,20.59537,21.21774
21525,QSO,1.736974,11.33716,11.70957,7.566186,8.664757,20.29001,20.13131,20.14288,19.86802,20.15575
389109,QSO,1.98244,11.72513,14.40012,9.593387,7.483759,20.2634,20.36219,20.34409,20.20052,19.9608
1077228,GALAXY,0.0872341,141.2602,182.9484,11.06108,40.8842,19.44528,17.55236,16.64067,16.22776,15.92298
654034,STAR,3.410706e-05,82.86978,83.59528,11.13819,41.43256,19.79527,18.39759,17.82779,17.6299,17.49615
674174,STAR,-0.0001616557,14.66275,16.12345,2.127555,6.565467,21.85468,20.10805,19.50775,19.29458,19.17588
951281,STAR,-4.400643e-05,36.36082,38.44665,11.2372,20.70956,20.17434,19.15705,18.85253,18.67536,18.57082
1044105,GALAXY,0.43889,3.566744,3.649171,2.527456,2.319408,21.72836,21.5921,21.28956,21.08105,21.2215
452740,QSO,1.735885,6.19692,5.744654,2.228964,4.40082,21.17242,21.02584,20.94621,20.72007,20.63411
753162,STAR,-0.0001492894,47.36311,49.77718,5.986845,22.09549,20.32547,18.98352,18.41707,18.20249,18.12023
1099775,GALAXY,0.1567224,68.86206,88.64085,4.205364,15.20071,20.72228,18.64695,17.53073,17.06185,16.69808
227043,QSO,0.7491259,14.07981,15.59467,9.657371,12.58476,19.67295,19.39582,19.26962,19.24873,19.15991
437656,QSO,2.355845,2.566777,3.998026,1.302298,2.580715,21.74378,20.91314,21.15198,20.87254,20.55777
440668,QSO,1.607158,8.627419,8.580865,5.115371,6.455218,21.30955,20.73148,20.58779,20.42873,20.59551
738165,STAR,7.720907e-05,45.01643,79.99106,1.116564,4.729996,26.08853,20.53058,19.14738,18.15067,17.55472
1052614,GALAXY,0.536702,15.69958,25.39354,-0.2129502,0.9044824,24.99315,20.81385,19.18437,18.18427,17.72058
1101284,GALAXY,0.05096203,157.4205,216.4062,14.24137,40.69934,19.22596,17.38668,16.49793,16.01347,15.63274
308251,QSO,2.045144,3.493319,4.741138,5.23957,3.370801,22.00877,21.7738,21.72562,21.45284,21.92964
154016,QSO,0.6250163,6.637313,8.413285,0.4312257,1.147217,23.14987,21.54484,20.51502,19.77386,19.61391
1300415,GALAXY,0.5985838,1.224267,1.294513,0.5529257,0.7095331,23.5999,23.03511,22.33339,22.2297,21.32655
570305,STAR,5.643772e-05,248.0067,310.435,5.487452,48.09543,20.8985,18.22794,16.99824,16.5084,16.26478
1169129,GALAXY,0.1350958,83.61662,112.3912,4.908685,18.32354,20.33767,18.43129,17.31536,16.83895,16.35223
1441674,GALAXY,0.3710844,19.0688,29.1528,0.5066218,2.032764,21.80085,21.03883,19.24885,18.58204,18.13548
958341,STAR,-0.0006649223,1.428977,1.75257,0.9413161,1.755405,23.09285,21.7051,21.42489,21.26699,21.57406
937573,STAR,-0.000145615,6.53653,6.437418,1.63016,3.929596,24.70793,21.16038,21.67302,20.80882,22.82691
1253872,GALAXY,0.2532351,39.78558,54.54784,1.288648,5.795399,21.90203,19.54531,18.09593,17.57941,17.25553
1402930,GALAXY,0.3595773,20.15454,29.66715,0.22816,1.727283,22.73095,21.25258,19.44065,18.80186,18.38404
88964,QSO,2.716013,16.90744,16.67947,8.125302,11.52494,20.35651,19.73222,19.53053,19.40389,19.47126
1401059,GALAXY,0.1336096,38.17054,46.04076,4.746703,12.91699,19.12327,17.89167,17.32122,17.00565,16.79547
671100,STAR,0.0001217827,208.9162,211.0656,74.70142,133.4669,18.14514,17.11627,16.78466,16.67658,16.64012
1457547,GALAXY,0.4051541,15.63781,24.71854,0.1164534,1.303174,23.77666,21.14661,19.22023,18.49852,17.93801
784818,STAR,9.215048e-05,37.37805,38.59248,14.21809,23.95507,19.91285,19.00816,18.67793,18.53447,18.4615
155581,QSO,1.561728,3.453169,3.35552,3.29404,3.87049,21.76244,21.39267,21.32896,21.12486,20.58155
723594,STAR,-7.307429e-05,33.27143,60.83386,0.3223938,2.496683,23.49563,21.54637,20.03914,18.74133,18.04169
1268907,GALAXY,1.249748,2.636498,5.656683,0.8924411,1.23908,21.33501,21.09182,20.81344,20.83733,20.19246
1021866,GALAXY,0.4334618,8.354386,13.03815,0.1470951,0.8624513,23.92864,22.10718,20.33955,19.65392,19.34862
1345799,GALAXY,0.06862938,217.3677,286.2726,17.35344,60.24894,18.02676,16.26908,15.42878,15.00215,14.64275
93262,QSO,0.393215,0.4540659,0.353465,0.3452546,0.3880799,23.06651,22.46945,22.79218,22.46061,23.37884
599,QSO,3.084525,1.033944,0.7861888,0.643625,1.575241,23.57302,21.45931,21.23093,21.34168,22.07447
881000,STAR,-3.015612e-05,14.74447,15.06958,1.833253,6.588649,24.53479,20.3956,19.85636,19.84763,19.70116
854518,STAR,-0.0003790628,57.21746,62.31338,4.439411,23.75185,20.55255,18.95234,18.29079,18.00979,17.85253
1382581,GALAXY,0.5425773,10.60224,15.51476,-0.09980279,0.8091631,24.55694,21.99795,20.26264,19.43427,18.95666
10308,QSO,2.987474,9.597791,14.81989,-0.1179852,4.205153,22.75702,20.90281,20.26021,19.89386,19.51016
461534,QSO,1.672296,6.585236,6.702681,5.056997,5.616191,20.47447,20.29562,20.39806,20.08049,20.0814
1020258,GALAXY,0.4471328,5.735548,8.636817,0.08935782,0.618249,24.39554,22.68206,21.0826,20.34621,19.91898
611590,STAR,3.48765e-05,788.297,1662.201,2.097363,43.97212,20.69851,18.28626,16.70012,15.15975,14.30401
1161789,GALAXY,0.704477,4.596457,8.181372,0.133011,0.390202,22.68169,23.01793,21.29725,20.12663,19.318
319239,QSO,1.905231,62.58911,73.32143,9.378653,22.49151,19.92257,19.1345,18.49062,18.05419,17.84083
539962,STAR,-0.0001068428,14.57224,16.84245,1.518593,6.304533,22.02191,20.49073,19.75926,19.53031,19.42702
1398656,GALAXY,0.08622981,82.09058,89.49484,18.54338,38.80693,18.70358,17.51728,17.10909,16.69471,16.6064
650633,STAR,-0.0006519431,12.03813,13.04047,4.02124,7.478142,21.10797,20.30123,19.89091,19.74241,19.5789
181703,QSO,1.279978,21.22631,21.69829,16.38143,16.86492,19.51772,19.43079,19.23007,19.22791,19.32025
1183793,GALAXY,0.499026,7.286289,10.7864,0.09594996,0.7058866,23.8325,22.31386,20.67893,19.70872,19.13323
279358,QSO,2.316316,3.192612,4.076451,1.785655,3.091657,21.85376,21.05823,20.95007,21.06322,20.68524
233762,QSO,1.249294,42.03313,41.55656,33.17387,34.87624,18.80047,18.59661,18.43753,18.41196,18.50481
1306555,GALAXY,0.341356,31.48057,42.3445,1.095903,3.491248,23.71101,20.2054,18.41766,17.83209,17.41302
293848,QSO,0.997231,34.53298,35.13528,39.05671,33.69221,18.93233,18.77306,18.63021,18.6622,18.67881
543091,STAR,-0.0003963228,4.392449,4.741584,1.374236,2.88054,22.16209,21.01984,20.64642,20.37816,20.27902
1360582,GALAXY,0.5505393,7.163613,11.22052,0.04250592,0.5670319,24.69934,22.90096,20.82995,19.77232,19.57018
198768,QSO,1.506164,8.863932,9.408278,4.720539,4.450587,20.59386,20.52127,20.31065,20.02111,20.04939
239844,QSO,1.845551,10.28273,10.74855,6.840004,7.897226,20.61108,20.62387,20.53214,20.1892,19.96155
955780,STAR,-0.0003752655,32.65363,39.40916,4.564885,12.21998,21.50488,19.80529,19.05514,18.6854,18.42228
1495016,GALAXY,0.5222011,4.79634,7.300603,0.05417067,0.458573,22.60691,22.35911,21.00244,19.98062,19.66953
1494617,GALAXY,0.598891,5.862811,9.421521,-0.06040663,0.3797801,22.83464,22.40382,20.5771,19.48008,19.13196
1250082,GALAXY,0.5193521,8.658215,13.39844,-0.08985838,0.5483382,22.52369,21.77942,20.15782,19.05934,18.76613
353625,QSO,1.046212,1.716799,2.617979,0.5561008,0.7769032,21.90993,21.84317,21.46182,21.22783,21.17135
1215544,GALAXY,0.6283571,5.39909,9.438759,0.01389624,0.2038988,23.34517,23.19394,21.4678,20.09077,19.56177
1466330,GALAXY,0.1993889,82.03041,104.858,4.812688,15.6028,21.17189,19.03776,17.7633,17.28542,16.91637
621672,STAR,-0.0001174484,139.1643,142.6959,50.34738,93.97348,18.4939,17.5314,17.21185,17.09536,17.04579
1435600,GALAXY,0.2615924,26.26199,37.24703,1.260678,4.144898,22.22389,19.88636,18.27576,17.70692,17.36247
990193,STAR,-4.848443e-05,14.49906,14.07891,7.053803,14.06049,20.88707,19.85025,19.8403,19.91304,20.09707
70075,QSO,2.119215,57.4656,72.53732,84.42367,48.00246,18.40138,18.29459,18.21886,18.07886,17.8651
431759,QSO,0.6829529,6.087329,9.047894,1.828984,3.103584,20.81524,20.3827,20.31763,20.06116,19.90083
1146491,GALAXY,0.4910561,13.60738,20.35148,0.01729304,1.670634,24.84446,21.52761,19.83784,18.92219,18.44353
1249354,GALAXY,0.2408486,11.65532,15.32656,0.7604184,2.677586,23.77452,21.25634,20.11596,19.77682,19.47688
1206049,GALAXY,0.5273573,6.05948,10.16707,-0.1778686,0.135771,25.59704,22.65122,20.74653,19.60838,19.19822
1466210,GALAXY,0.0870577,73.43636,91.45568,9.584329,24.92711,18.63259,17.1791,16.49515,16.11408,15.85191
567515,STAR,-0.0008430583,4.193204,4.669782,0.3598758,1.613238,26.3682,21.87668,21.36746,21.02494,20.92976
354744,QSO,2.618136,2.334466,2.5632,1.042826,2.025912,22.67403,21.58768,21.52061,21.3531,21.16645
855032,STAR,-0.0001255493,37.75587,65.16415,0.1871228,2.611152,23.48059,21.14307,19.77033,18.52098,17.82515
277568,QSO,1.762981,7.559533,8.282087,5.925105,6.520282,20.91229,20.82999,20.84827,20.54984,20.49008
466748,QSO,1.715821,24.81847,24.64285,16.25009,18.77111,19.38031,19.22821,19.23585,18.96445,19.07223
382171,QSO,1.230237,3.002071,3.45081,0.9717106,1.916048,22.84728,21.64587,21.5671,21.45108,21.42175
720774,STAR,0.0002502395,99.50121,96.6272,68.30466,99.84025,18.5442,17.55127,17.50302,17.56191,17.6299
1296955,GALAXY,0.334756,34.53369,47.32954,1.10271,3.673251,22.16084,19.56684,17.82248,17.16641,16.77461
1291166,GALAXY,0.4275363,9.235605,14.11724,0.03739743,0.8257732,23.06236,21.39973,19.5632,18.83659,18.61139
646953,STAR,8.991768e-05,13.58402,16.03427,1.335423,5.183821,22.52254,22.05393,21.94774,21.87407,21.47466
1429129,GALAXY,0.003026635,316.3741,384.0858,37.05133,113.4406,15.44133,13.6328,12.94136,12.54944,12.37996
598018,STAR,-2.519763e-06,220.8964,258.0082,21.57037,79.41727,19.49415,17.72492,16.9258,16.60862,16.4303
212433,QSO,2.99856,6.870977,7.188222,1.939337,5.047507,22.02881,20.83618,20.69099,20.8403,20.64477
752911,STAR,-0.000145753,112.2296,116.4477,23.6714,58.55999,19.40843,18.04863,17.54133,17.34226,17.20567
880627,STAR,-0.0001343643,24.20039,36.36811,-0.4686139,1.698767,22.92611,21.38011,19.86059,18.98338,18.48739
35110,QSO,0.3893679,48.16147,72.83194,50.13699,43.59665,18.48937,18.30794,18.27467,18.22848,17.91713
580324,STAR,-5.190038e-07,4.920196,4.134173,2.496399,4.583434,21.10634,20.62911,20.65209,20.77072,20.66791
831633,STAR,-0.0006809496,112.4728,116.66,47.76142,78.89626,18.68787,17.73264,17.44595,17.33593,17.28812
1219746,GALAXY,0.4440528,10.31164,12.99673,1.882761,2.619748,21.75261,21.13527,19.89728,19.60826,19.15925
479448,QSO,0.6473511,12.67891,16.29622,3.010959,5.396876,21.07161,20.01198,19.62312,19.28239,19.10994
217194,QSO,0.9945675,9.448454,10.09768,6.965615,7.304809,20.85879,20.53252,20.2327,20.27318,20.33262
431052,QSO,0.9601237,2.20174,2.84692,1.970921,1.864128,22.015,21.85258,21.57839,21.70998,21.08571
323522,QSO,2.346295,1.551545,1.590808,0.8514248,2.027668,22.22868,21.43043,21.31547,21.60438,21.49778
109079,QSO,1.160858,7.534671,7.883884,4.221033,5.367563,21.30135,20.94007,20.60058,20.65117,20.48883
1125854,GALAXY,0.3924676,12.81454,18.12285,0.5081593,1.640874,25.68932,21.36244,19.4459,18.81658,18.38971
1131507,GALAXY,0.1558635,77.14256,98.76906,8.243356,21.18697,20.1307,18.37146,17.49792,17.06977,16.77949
